"Id
===
Id
===
int-s","名称
===
Name
===
string-s","等级
===
Level
===
int-s","模型Id
===
AvatarId
===
int-s","装备Id0
===
EquipId0
===
int-s","装备Id1
===
EquipId1
===
int-s","装备Id2
===
EquipId2
===
int-s","技能Id0
===
SkillId0
===
int-s","技能Id1
===
SkillId1
===
int-s","技能Id2
===
SkillId2
===
int-s","技能Id3
===
SkillId3
===
int-s"
1265,丿悦悦酱灬,22,0,218,718,918,1001,1031,1081,-1
1266,风尘焰宇,22,0,618,818,1018,1501,1511,-1,-1
1267,鬼v毒,22,0,418,818,1018,1501,1511,-1,-1
1268,hoyes,22,0,518,818,1018,1501,1511,-1,-1
1269,千若苏姬,22,0,618,818,1018,1501,1511,-1,-1
1270,毓R?,22,0,418,818,1018,1501,1511,-1,-1
1271,风之舞,22,1,218,1118,1318,1001,1031,1081,-1
1272,冷艳的妹纸,22,1,318,1118,1318,1001,1021,1071,-1
1273,邹了虹雪,22,1,118,1118,1318,1001,1011,1081,-1
1274,丶能者自医,22,1,218,1118,1318,1001,1031,1071,-1
1275,禾禾靡靡,22,1,318,1118,1318,1001,1021,1081,-1
1276,毒手灬圣心,22,1,418,1218,1418,1501,1511,-1,-1
1277,xx沙,22,1,518,1218,1418,1501,1511,-1,-1
1278,清泠净雪,22,1,618,1218,1418,1501,1511,-1,-1
1279,放肆2温柔,22,1,418,1218,1418,1501,1511,-1,-1
1280,肖嫣儿,22,1,518,1218,1418,1501,1511,-1,-1
1281,卧看织女星,22,2,2218,2618,2818,2001,2031,2071,-1
1282,放肆2天地,22,2,2018,2618,2818,2001,2011,2061,-1
1283,伊利、牛奶,22,2,2118,2618,2818,2001,2021,2071,-1
1284,基尔达斯,22,2,2218,2618,2818,2001,2031,2061,-1
1285,独孤尘,22,2,2018,2618,2818,2001,2011,2071,-1
1286,无奈带鱼,22,2,2418,2718,2918,2501,2541,-1,-1
1287,柳轻侯丶,22,2,2518,2718,2918,2501,2541,-1,-1
1288,懒懒的兔子,22,2,2318,2718,2918,2501,2541,-1,-1
1289,Anugs,22,2,2418,2718,2918,2501,2541,-1,-1
1290,蔺朵芷,22,2,2518,2718,2918,2501,2541,-1,-1
1291,北邙久易,22,3,2018,3018,3218,2001,2011,2071,-1
1292,梅川I内酷,22,3,2118,3018,3218,2001,2021,2061,-1
1293,东方佑文,22,3,2218,3018,3218,2001,2031,2071,-1
1294,百度一下,22,3,2018,3018,3218,2001,2011,2061,-1
1295,蜜糖小丸子,22,3,2118,3018,3218,2001,2021,2071,-1
1296,莫忘尘丶,22,3,2518,3118,3318,2501,2541,-1,-1
1297,风云灬狂魔,22,3,2318,3118,3318,2501,2541,-1,-1
1298,墨义宇菲,22,3,2418,3118,3318,2501,2541,-1,-1
1299,妖孽魅影,22,3,2518,3118,3318,2501,2541,-1,-1
1300,失心疯,22,3,2318,3118,3318,2501,2541,-1,-1
1301,′赐″承影,22,4,4118,4618,4818,3001,3011,-1,-1
1302,流水无情,22,4,4218,4618,4818,3001,3011,-1,-1
1303,龙☆葵,22,4,4018,4618,4818,3001,3011,-1,-1
1304,千若冥绝,22,4,4118,4618,4818,3001,3011,-1,-1
1305,纯情白菜,22,4,4218,4618,4818,3001,3011,-1,-1
1306,天王盖地虎,22,4,4318,4718,4918,3501,3511,3591,-1
1307,影丿冰冷、,22,4,4418,4718,4918,3501,3531,3561,-1
1308,鬼影狂刀,22,4,4518,4718,4918,3501,3551,3591,-1
1309,燕冷荷,22,4,4318,4718,4918,3501,3511,3561,-1
1310,YOYO,22,4,4418,4718,4918,3501,3531,3591,-1
1311,花舞蝶飞,22,5,4218,5018,5218,3001,3011,-1,-1
1312,慕容念夏,22,5,4018,5018,5218,3001,3011,-1,-1
1313,魅影无线,22,5,4118,5018,5218,3001,3011,-1,-1
1314,、淡然,22,5,4218,5018,5218,3001,3011,-1,-1
1315,尤好申炳,22,5,4018,5018,5218,3001,3011,-1,-1
1316,留几手,22,5,4418,5118,5318,3501,3531,3591,-1
1317,宿红颜,22,5,4518,5118,5318,3501,3551,3561,-1
1318,疼痛的牙齿,22,5,4318,5118,5318,3501,3511,3591,-1
1319,希望在天空,22,5,4418,5118,5318,3501,3531,3561,-1
1320,葫芦娃,22,5,4518,5118,5318,3501,3551,3591,-1
1321,魅影天天,23,0,119,719,919,1001,1031,1081,-1
1322,夜航离洛,23,0,219,719,919,1001,1021,1071,-1
1323,不骚非小潞,23,0,319,719,919,1001,1041,1081,-1
1324,苍月幻羽,23,0,119,719,919,1001,1011,1071,-1
1325,八神帝君,23,0,219,719,919,1001,1031,1081,-1
1326,梦之妖姬,23,0,619,819,1019,1501,1511,1581,-1
1327,醉墨风听雪,23,0,419,819,1019,1501,1511,1581,-1
1328,狂暴的农民,23,0,519,819,1019,1501,1511,1581,-1
1329,牛B侠,23,0,619,819,1019,1501,1511,1581,-1
1330,一根鲜黄瓜,23,0,419,819,1019,1501,1511,1581,-1
1331,碧波浪子,23,1,219,1119,1319,1001,1041,1081,-1
1332,花吗爱娴,23,1,319,1119,1319,1001,1011,1071,-1
1333,塞列欧斯,23,1,119,1119,1319,1001,1031,1081,-1
1334,端木飞扬,23,1,219,1119,1319,1001,1021,1071,-1
1335,试试万剑,23,1,319,1119,1319,1001,1041,1081,-1
1336,后起之秀,23,1,419,1219,1419,1501,1511,1581,-1
1337,爷很霸气,23,1,519,1219,1419,1501,1511,1581,-1
1338,圣堂之武,23,1,619,1219,1419,1501,1511,1581,-1
1339,浮华沧桑、,23,1,419,1219,1419,1501,1511,1581,-1
1340,笑醉叁仟场,23,1,519,1219,1419,1501,1511,1581,-1
1341,西子邱,23,2,2219,2619,2819,2001,2021,2071,-1
1342,沐子闰,23,2,2019,2619,2819,2001,2031,2061,-1
1343,寇轩翊,23,2,2119,2619,2819,2001,2041,2071,-1
1344,十二月阴天,23,2,2219,2619,2819,2001,2011,2061,-1
1345,梦舞泱宇,23,2,2019,2619,2819,2001,2021,2071,-1
1346,小阿芝,23,2,2419,2719,2919,2501,2541,2591,-1
1347,晓晓麋鹿,23,2,2519,2719,2919,2501,2541,2591,-1
1348,RO哈哈,23,2,2319,2719,2919,2501,2541,2591,-1
1349,上官弥枫,23,2,2419,2719,2919,2501,2541,2591,-1
1350,武叫勤苦,23,2,2519,2719,2919,2501,2541,2591,-1
1351,伊莎贝尔,23,3,2019,3019,3219,2001,2041,2071,-1
1352,公孙司马,23,3,2119,3019,3219,2001,2011,2061,-1
1353,希丿逆袭,23,3,2219,3019,3219,2001,2021,2071,-1
1354,断崖停驻,23,3,2019,3019,3219,2001,2031,2061,-1
1355,天涯不哭,23,3,2119,3019,3219,2001,2041,2071,-1
1356,浮华沧桑＂,23,3,2519,3119,3319,2501,2541,2591,-1
1357,坚贞不屈,23,3,2319,3119,3319,2501,2541,2591,-1
1358,鬼魁未来,23,3,2419,3119,3319,2501,2541,2591,-1
1359,蛋蛋的忧伤,23,3,2519,3119,3319,2501,2541,2591,-1
1360,诸邱北,23,3,2319,3119,3319,2501,2541,2591,-1
1361,空虚後生捄,23,4,4119,4619,4819,3001,3011,3071,-1
1362,笨笨小狼,23,4,4219,4619,4819,3001,3011,3071,-1
1363,叶无涯,23,4,4019,4619,4819,3001,3011,3071,-1
1364,纪弭妄,23,4,4119,4619,4819,3001,3011,3071,-1
1365,南宫尚香,23,4,4219,4619,4819,3001,3011,3071,-1
1366,寒曼寒,23,4,4319,4719,4919,3501,3551,3591,-1
1367,亚亚之四五,23,4,4419,4719,4919,3501,3541,3561,-1
1368,不懂曲啥名,23,4,4519,4719,4919,3501,3511,3591,-1
1369,简单bg,23,4,4319,4719,4919,3501,3531,3561,-1
1370,丿劫粗青年,23,4,4419,4719,4919,3501,3551,3591,-1
1371,冥焰o火,23,5,4219,5019,5219,3001,3011,3071,-1
1372,无风无过,23,5,4019,5019,5219,3001,3011,3071,-1
1373,语若轻鸿,23,5,4119,5019,5219,3001,3011,3071,-1
1374,东方彦,23,5,4219,5019,5219,3001,3011,3071,-1
1375,GOD峰少,23,5,4019,5019,5219,3001,3011,3071,-1
1376,人肉火锅,23,5,4419,5119,5319,3501,3511,3591,-1
1377,龙一刀,23,5,4519,5119,5319,3501,3531,3561,-1
1378,阿习习,23,5,4319,5119,5319,3501,3551,3591,-1
1379,宓如冬,23,5,4419,5119,5319,3501,3541,3561,-1
1380,阿拉灯,23,5,4519,5119,5319,3501,3511,3591,-1
1381,陌炎殇,24,0,120,720,920,1001,1031,1081,-1
1382,三汊河一霸,24,0,220,720,920,1001,1021,1071,-1
1383,陌上苍冥,24,0,320,720,920,1001,1041,1081,-1
1384,粉绿棉花糖,24,0,120,720,920,1001,1011,1071,-1
1385,幽灵法王,24,0,220,720,920,1001,1031,1081,-1
1386,邪影残阳,24,0,620,820,1020,1501,1511,1581,-1
1387,灰暗天空,24,0,420,820,1020,1501,1511,1581,-1
1388,风雨剑,24,0,520,820,1020,1501,1511,1581,-1
1389,池含玉,24,0,620,820,1020,1501,1511,1581,-1
1390,一意孤行,24,0,420,820,1020,1501,1511,1581,-1
1391,嶝?,24,1,220,1120,1320,1001,1041,1081,-1
1392,碧落雪儿,24,1,320,1120,1320,1001,1011,1071,-1
1393,安颜默丶,24,1,120,1120,1320,1001,1031,1081,-1
1394,小苏打,24,1,220,1120,1320,1001,1021,1071,-1
1395,幻域丶小偷,24,1,320,1120,1320,1001,1041,1081,-1
1396,叛逆的西西,24,1,420,1220,1420,1501,1511,1581,-1
1397,冉祺夜,24,1,520,1220,1420,1501,1511,1581,-1
1398,凌若珊瑚,24,1,620,1220,1420,1501,1511,1581,-1
1399,乖乖鱼儿,24,1,420,1220,1420,1501,1511,1581,-1
1400,颜冰绕指忧,24,1,520,1220,1420,1501,1511,1581,-1
1401,碧落苍天,24,2,2220,2620,2820,2001,2021,2071,-1
1402,仙境花仙子,24,2,2020,2620,2820,2001,2031,2061,-1
1403,北风之神,24,2,2120,2620,2820,2001,2041,2071,-1
1404,狼魂大仙,24,2,2220,2620,2820,2001,2011,2061,-1
1405,为爱叹惜,24,2,2020,2620,2820,2001,2021,2071,-1
1406,╰冬天暖阳,24,2,2420,2720,2920,2501,2541,2591,-1
1407,十八摸,24,2,2520,2720,2920,2501,2541,2591,-1
1408,碧落雪,24,2,2320,2720,2920,2501,2541,2591,-1
1409,银河巨炮,24,2,2420,2720,2920,2501,2541,2591,-1
1410,传奇万剑,24,2,2520,2720,2920,2501,2541,2591,-1
1411,霸气℃老公,24,3,2020,3020,3220,2001,2041,2071,-1
1412,沐子枫,24,3,2120,3020,3220,2001,2011,2061,-1
1413,May丶沫,24,3,2220,3020,3220,2001,2021,2071,-1
1414,开盟红侠盗,24,3,2020,3020,3220,2001,2031,2061,-1
1415,东方谷兰,24,3,2120,3020,3220,2001,2041,2071,-1
1416,水炎绝,24,3,2520,3120,3320,2501,2541,2591,-1
1417,楚志鸣,24,3,2320,3120,3320,2501,2541,2591,-1
1418,冥帝,24,3,2420,3120,3320,2501,2541,2591,-1
1419,紫雪0?,24,3,2520,3120,3320,2501,2541,2591,-1
1420,狼魂字母,24,3,2320,3120,3320,2501,2541,2591,-1
1421,冰灵儿,24,4,4120,4620,4820,3001,3011,3071,-1
1422,花好月圆夜,24,4,4220,4620,4820,3001,3011,3071,-1
1423,暖若安阳,24,4,4020,4620,4820,3001,3011,3071,-1
1424,R?驳啊?,24,4,4120,4620,4820,3001,3011,3071,-1
1425,圣堂之光,24,4,4220,4620,4820,3001,3011,3071,-1
1426,幻想旋律,24,4,4320,4720,4920,3501,3551,3591,-1
1427,阮小强,24,4,4420,4720,4920,3501,3541,3561,-1
1428,风尘颜芷,24,4,4520,4720,4920,3501,3511,3591,-1
1429,慕容丶小轩,24,4,4320,4720,4920,3501,3531,3561,-1
1430,陆小月,24,4,4420,4720,4920,3501,3551,3591,-1
1431,秋梦菡,24,5,4220,5020,5220,3001,3011,3071,-1
1432,愫卿路翊,24,5,4020,5020,5220,3001,3011,3071,-1
1433,冥、晓宇,24,5,4120,5020,5220,3001,3011,3071,-1
1434,倪夜玄,24,5,4220,5020,5220,3001,3011,3071,-1
1435,X血煞X,24,5,4020,5020,5220,3001,3011,3071,-1
1436,澈水丶寒,24,5,4420,5120,5320,3501,3511,3591,-1
1437,狼魂语音,24,5,4520,5120,5320,3501,3531,3561,-1
1438,开盟红安慰,24,5,4320,5120,5320,3501,3551,3591,-1
1439,蔡文姬,24,5,4420,5120,5320,3501,3541,3561,-1
1440,爱你一万天,24,5,4520,5120,5320,3501,3511,3591,-1
1441,纳兰青寒,25,0,121,721,921,1001,1031,1081,-1
1442,于予玉,25,0,221,721,921,1001,1021,1071,-1
1443,凤翔九天,25,0,321,721,921,1001,1041,1081,-1
1444,xx丶,25,0,121,721,921,1001,1011,1071,-1
1445,落苍焰,25,0,221,721,921,1001,1031,1081,-1
1446,柳语梦,25,0,621,821,1021,1501,1511,1581,-1
1447,思念的沙,25,0,421,821,1021,1501,1511,1581,-1
1448,墨羽浩水,25,0,521,821,1021,1501,1511,1581,-1
1449,碧落疯子,25,0,621,821,1021,1501,1511,1581,-1
1450,叶航青青,25,0,421,821,1021,1501,1511,1581,-1
1451,珊珊的爱,25,1,221,1121,1321,1001,1041,1081,-1
1452,官人灬,25,1,321,1121,1321,1001,1011,1071,-1
1453,萌丶老公,25,1,121,1121,1321,1001,1031,1081,-1
1454,哈梨卤鸭,25,1,221,1121,1321,1001,1021,1071,-1
1455,苍蓝★幻冥,25,1,321,1121,1321,1001,1041,1081,-1
1456,雪窖冰天,25,1,421,1221,1421,1501,1511,1581,-1
1457,蘇灬 铺m,25,1,521,1221,1421,1501,1511,1581,-1
1458,亚亚五六,25,1,621,1221,1421,1501,1511,1581,-1
1459,我要呼啦圈,25,1,421,1221,1421,1501,1511,1581,-1
1460,歌剧魅影,25,1,521,1221,1421,1501,1511,1581,-1
1461,幻境仙子,25,2,2221,2621,2821,2001,2021,2071,-1
1462,小丑￡鱼‰,25,2,2021,2621,2821,2001,2031,2061,-1
1463,蒋予蓝离,25,2,2121,2621,2821,2001,2041,2071,-1
1464,皇族灬耗子,25,2,2221,2621,2821,2001,2011,2061,-1
1465,血色云兮,25,2,2021,2621,2821,2001,2021,2071,-1
1466,碎心刺,25,2,2421,2721,2921,2501,2541,2591,-1
1467,panda,25,2,2521,2721,2921,2501,2541,2591,-1
1468,逆天、凌风,25,2,2321,2721,2921,2501,2541,2591,-1
1469,烟花易冷却,25,2,2421,2721,2921,2501,2541,2591,-1
1470,秋之冰凉,25,2,2521,2721,2921,2501,2541,2591,-1
1471,墨羽少崖,25,3,2021,3021,3221,2001,2041,2071,-1
1472,明月心,25,3,2121,3021,3221,2001,2011,2061,-1
1473,不死不⑴,25,3,2221,3021,3221,2001,2021,2071,-1
1474,Love华,25,3,2021,3021,3221,2001,2031,2061,-1
1475,满然弈,25,3,2121,3021,3221,2001,2041,2071,-1
1476,陈冠希,25,3,2521,3121,3321,2501,2541,2591,-1
1477,丑陨石,25,3,2321,3121,3321,2501,2541,2591,-1
1478,云苍穹,25,3,2421,3121,3321,2501,2541,2591,-1
1479,洛天依丶,25,3,2521,3121,3321,2501,2541,2591,-1
1480,白衣丶,25,3,2321,3121,3321,2501,2541,2591,-1
1481,幻之光,25,4,4121,4621,4821,3001,3011,3071,-1
1482,藑Coka,25,4,4221,4621,4821,3001,3011,3071,-1
1483,FEDFE,25,4,4021,4621,4821,3001,3011,3071,-1
1484,落月メ蒶飛,25,4,4121,4621,4821,3001,3011,3071,-1
1485,啵啵球,25,4,4221,4621,4821,3001,3011,3071,-1
1486,叶航请勿,25,4,4321,4721,4921,3501,3551,3591,-1
1487,"尤""F翔",25,4,4421,4721,4921,3501,3541,3561,-1
1488,庆阳好青年,25,4,4521,4721,4921,3501,3511,3591,-1
1489,丑陨石2,25,4,4321,4721,4921,3501,3531,3561,-1
1490,冷漠诺胤,25,4,4421,4721,4921,3501,3551,3591,-1
1491,烟雨倾城,25,5,4221,5021,5221,3001,3011,3071,-1
1492,御晓丝雨,25,5,4021,5021,5221,3001,3011,3071,-1
1493,爱若成了恨,25,5,4121,5021,5221,3001,3011,3071,-1
1494,百世经纶,25,5,4221,5021,5221,3001,3011,3071,-1
1495,舔你一脸丶,25,5,4021,5021,5221,3001,3011,3071,-1
1496,叶航请令,25,5,4421,5121,5321,3501,3511,3591,-1
1497,开盟红小孩,25,5,4521,5121,5321,3501,3531,3561,-1
1498,围绕鱼的水,25,5,4321,5121,5321,3501,3551,3591,-1
1499,浅唱、幸福,25,5,4421,5121,5321,3501,3541,3561,-1
1500,落花轻语,25,5,4521,5121,5321,3501,3511,3591,-1
1501,小鱼紫婷,26,0,121,721,921,1001,1031,1071,-1
1502,宇宙巨炮,26,0,221,721,921,1001,1021,1081,-1
1503,开盟红工工,26,0,321,721,921,1001,1041,1061,-1
1504,紫堂龙浩,26,0,121,721,921,1001,1011,1071,-1
1505,ZWei,26,0,221,721,921,1001,1031,1081,-1
1506,文字彬彬,26,0,621,821,1021,1501,1511,1581,-1
1507,Ling,26,0,421,821,1021,1501,1511,1581,-1
1508,星耀々释怀,26,0,521,821,1021,1501,1511,1581,-1
1509,愑a荸g,26,0,621,821,1021,1501,1511,1581,-1
1510,狂风扫落叶,26,0,421,821,1021,1501,1511,1581,-1
1511,轩辕丶~T,26,1,221,1121,1321,1001,1041,1081,-1
1512,月雪夜,26,1,321,1121,1321,1001,1011,1061,-1
1513,メ上帝,26,1,121,1121,1321,1001,1031,1071,-1
1514,鲛v鲨,26,1,221,1121,1321,1001,1021,1081,-1
1515,牛筋豆,26,1,321,1121,1321,1001,1041,1061,-1
1516,陌上昔云,26,1,421,1221,1421,1501,1511,1581,-1
1517,木暖暖,26,1,521,1221,1421,1501,1511,1581,-1
1518,开盟2靓靓,26,1,621,1221,1421,1501,1511,1581,-1
1519,╰つ柒月,26,1,421,1221,1421,1501,1511,1581,-1
1520,歌不好听,26,1,521,1221,1421,1501,1511,1581,-1
1521,墨羽若菱,26,2,2221,2621,2821,2001,2021,2081,-1
1522,月夏の花茗,26,2,2021,2621,2821,2001,2031,2061,-1
1523,叫我小坏,26,2,2121,2621,2821,2001,2041,2071,-1
1524,挚爱丶云,26,2,2221,2621,2821,2001,2011,2081,-1
1525,卓浩昂,26,2,2021,2621,2821,2001,2021,2061,-1
1526,岁月神偷ゃ,26,2,2421,2721,2921,2501,2541,2591,-1
1527,卑微的你哥,26,2,2521,2721,2921,2501,2541,2591,-1
1528,幽梦拐角,26,2,2321,2721,2921,2501,2541,2591,-1
1529,云上语芙,26,2,2421,2721,2921,2501,2541,2591,-1
1530,零灬辉煌,26,2,2521,2721,2921,2501,2541,2591,-1
1531,幻一谜惘,26,3,2021,3021,3221,2001,2041,2061,-1
1532,天若有情,26,3,2121,3021,3221,2001,2011,2071,-1
1533,Hi丶骚年,26,3,2221,3021,3221,2001,2021,2081,-1
1534,悲伤笑白〃,26,3,2021,3021,3221,2001,2031,2061,-1
1535,归来的孤狼,26,3,2121,3021,3221,2001,2041,2071,-1
1536,亚洲巨炮,26,3,2521,3121,3321,2501,2541,2591,-1
1537,开盟红老王,26,3,2321,3121,3321,2501,2541,2591,-1
1538,扬帆1起航,26,3,2421,3121,3321,2501,2541,2591,-1
1539,明月水之,26,3,2521,3121,3321,2501,2541,2591,-1
1540,※蒾矢※,26,3,2321,3121,3321,2501,2541,2591,-1
1541,数字小叶,26,4,4121,4621,4821,3001,3011,3071,-1
1542,粉粉派小星,26,4,4221,4621,4821,3001,3011,3071,-1
1543,月色孤心,26,4,4021,4621,4821,3001,3011,3071,-1
1544,沐子巫,26,4,4121,4621,4821,3001,3011,3071,-1
1545,开盟2蛋散,26,4,4221,4621,4821,3001,3011,3071,-1
1546,暴风小小强,26,4,4321,4721,4921,3501,3551,3591,-1
1547,寂寞才抽烟,26,4,4421,4721,4921,3501,3541,3561,-1
1548,漩涡ぁ鸣人,26,4,4521,4721,4921,3501,3511,3571,-1
1549,洋冥＆死神,26,4,4321,4721,4921,3501,3531,3591,-1
1550,°茄子、,26,4,4421,4721,4921,3501,3551,3561,-1
1551,天独舞℃夜,26,5,4221,5021,5221,3001,3011,3071,-1
1552,邪丶文墨兄,26,5,4021,5021,5221,3001,3011,3071,-1
1553,苍月炎尺,26,5,4121,5021,5221,3001,3011,3071,-1
1554,可可不说,26,5,4221,5021,5221,3001,3011,3071,-1
1555,不语真人,26,5,4021,5021,5221,3001,3011,3071,-1
1556,qwas,26,5,4421,5121,5321,3501,3511,3561,-1
1557,⑦夜听雪,26,5,4521,5121,5321,3501,3531,3571,-1
1558,轰炸☆东京,26,5,4321,5121,5321,3501,3551,3591,-1
1559,传奇羽墨,26,5,4421,5121,5321,3501,3541,3561,-1
1560,南宫雨泽,26,5,4521,5121,5321,3501,3511,3571,-1
1561,独孤求败,27,0,122,722,922,1001,1031,1071,-1
1562,奥斯卡丶,27,0,222,722,922,1001,1021,1081,-1
1563,诸葛昂迟,27,0,322,722,922,1001,1041,1061,-1
1564,叶航连连,27,0,122,722,922,1001,1011,1071,-1
1565,Smlie,27,0,222,722,922,1001,1031,1081,-1
1566,熊猫妞妞,27,0,622,822,1022,1501,1511,1581,-1
1567,龙叶苍冥,27,0,422,822,1022,1501,1511,1581,-1
1568,→s豪←,27,0,522,822,1022,1501,1511,1581,-1
1569,阿修破天舞,27,0,622,822,1022,1501,1511,1581,-1
1570,想到就心酸,27,0,422,822,1022,1501,1511,1581,-1
1571,邪丶无名,27,1,222,1122,1322,1001,1041,1081,-1
1572,狂扁小朋友,27,1,322,1122,1322,1001,1011,1061,-1
1573,与时尚无缘,27,1,122,1122,1322,1001,1031,1071,-1
1574,魑魅ソ魍魉,27,1,222,1122,1322,1001,1021,1081,-1
1575,乡里闷古灬,27,1,322,1122,1322,1001,1041,1061,-1
1576,沐子灵,27,1,422,1222,1422,1501,1511,1581,-1
1577,至尊紫雷,27,1,522,1222,1422,1501,1511,1581,-1
1578,番茄酱,27,1,622,1222,1422,1501,1511,1581,-1
1579,幽梦楼,27,1,422,1222,1422,1501,1511,1581,-1
1580,风霜小海,27,1,522,1222,1422,1501,1511,1581,-1
1581,づ释然し,27,2,2222,2622,2822,2001,2021,2081,-1
1582,西门久炽,27,2,2022,2622,2822,2001,2031,2061,-1
1583,苏水音,27,2,2122,2622,2822,2001,2041,2071,-1
1584,苍月北,27,2,2222,2622,2822,2001,2011,2081,-1
1585,庄可怜,27,2,2022,2622,2822,2001,2021,2061,-1
1586,蛇舞吉祥,27,2,2422,2722,2922,2501,2541,2591,-1
1587,尤银影,27,2,2522,2722,2922,2501,2541,2591,-1
1588,问筠小红,27,2,2322,2722,2922,2501,2541,2591,-1
1589,多多A梦,27,2,2422,2722,2922,2501,2541,2591,-1
1590,结城灬美柑,27,2,2522,2722,2922,2501,2541,2591,-1
1591,小狸猫,27,3,2022,3022,3222,2001,2041,2061,-1
1592,剑气长虹,27,3,2122,3022,3222,2001,2011,2071,-1
1593,东方,27,3,2222,3022,3222,2001,2021,2081,-1
1594,刺情∞〃,27,3,2022,3022,3222,2001,2031,2061,-1
1595,孤独的毒,27,3,2122,3022,3222,2001,2041,2071,-1
1596,霸道战神,27,3,2522,3122,3322,2501,2541,2591,-1
1597,S缡烙泄?,27,3,2322,3122,3322,2501,2541,2591,-1
1598,鬼魅兜兜,27,3,2422,3122,3322,2501,2541,2591,-1
1599,叶航伊一,27,3,2522,3122,3322,2501,2541,2591,-1
1600,苏诗安琪、,27,3,2322,3122,3322,2501,2541,2591,-1
1601,╰つ柒夜,27,4,4122,4622,4822,3001,3011,3071,-1
1602,【娃】莱,27,4,4222,4622,4822,3001,3011,3071,-1
1603,苍月糜杀,27,4,4022,4622,4822,3001,3011,3071,-1
1604,殷侯宇,27,4,4122,4622,4822,3001,3011,3071,-1
1605,苍月武轩,27,4,4222,4622,4822,3001,3011,3071,-1
1606,BOSS,27,4,4322,4722,4922,3501,3551,3591,-1
1607,鬼魅琪琪,27,4,4422,4722,4922,3501,3541,3561,-1
1608,星耀々帝,27,4,4522,4722,4922,3501,3511,3571,-1
1609,战神邦炎,27,4,4322,4722,4922,3501,3531,3591,-1
1610,坑蒙拐骗偷,27,4,4422,4722,4922,3501,3551,3561,-1
1611,咖啡、眼圈,27,5,4222,5022,5222,3001,3011,3071,-1
1612,轩尼诗,27,5,4022,5022,5222,3001,3011,3071,-1
1613,袭胸的大叔,27,5,4122,5022,5222,3001,3011,3071,-1
1614,神之守护,27,5,4222,5022,5222,3001,3011,3071,-1
1615,陌上龙宇,27,5,4022,5022,5222,3001,3011,3071,-1
1616,々听雨,27,5,4422,5122,5322,3501,3511,3561,-1
1617,百折书,27,5,4522,5122,5322,3501,3531,3571,-1
1618,草编的戒指,27,5,4322,5122,5322,3501,3551,3591,-1
1619,音铩山晴,27,5,4422,5122,5322,3501,3541,3561,-1
1620,叶航无敌,27,5,4522,5122,5322,3501,3511,3571,-1
1621,管死不管埋,28,0,123,723,923,1001,1031,1071,-1
1622,冥丶丨灬殇,28,0,223,723,923,1001,1021,1081,-1
1623,优雅公子,28,0,323,723,923,1001,1041,1061,-1
1624,帝族花痴,28,0,123,723,923,1001,1011,1071,-1
1625,大尾巴狼,28,0,223,723,923,1001,1031,1081,-1
1626,肚小兜,28,0,623,823,1023,1501,1511,1581,-1
1627,隔夜公仔面,28,0,423,823,1023,1501,1511,1581,-1
1628,虚幻梦境,28,0,523,823,1023,1501,1511,1581,-1
1629,小蛋壳丶,28,0,623,823,1023,1501,1511,1581,-1
1630,慕思此刻,28,0,423,823,1023,1501,1511,1581,-1
1631,至尊紫电,28,1,223,1123,1323,1001,1041,1081,-1
1632,陌上夜玄,28,1,323,1123,1323,1001,1011,1061,-1
1633,伏笔诗意丶,28,1,123,1123,1323,1001,1031,1071,-1
1634,墨义秋奕,28,1,223,1123,1323,1001,1021,1081,-1
1635,｀沫兮．,28,1,323,1123,1323,1001,1041,1061,-1
1636,金牛座,28,1,423,1223,1423,1501,1511,1581,-1
1637,紫堂颜暖,28,1,523,1223,1423,1501,1511,1581,-1
1638,丶貔貅,28,1,623,1223,1423,1501,1511,1581,-1
1639,陌上泽木,28,1,423,1223,1423,1501,1511,1581,-1
1640,暧昧丶恋恋,28,1,523,1223,1423,1501,1511,1581,-1
1641,紫泪轻扬,28,2,2223,2623,2823,2001,2021,2081,-1
1642,紫Rm姬琉,28,2,2023,2623,2823,2001,2031,2061,-1
1643,丿灬酸菜,28,2,2123,2623,2823,2001,2041,2071,-1
1644,纵横天下,28,2,2223,2623,2823,2001,2011,2081,-1
1645,狂风归来,28,2,2023,2623,2823,2001,2021,2061,-1
1646,上官天月,28,2,2423,2723,2923,2501,2541,2591,-1
1647,顶的住,28,2,2523,2723,2923,2501,2541,2591,-1
1648,楚歌玄,28,2,2323,2723,2923,2501,2541,2591,-1
1649,帝族叉叉,28,2,2423,2723,2923,2501,2541,2591,-1
1650,雨夜V寂寞,28,2,2523,2723,2923,2501,2541,2591,-1
1651,传奇舞剑,28,3,2023,3023,3223,2001,2041,2061,-1
1652,＊、沫?づ,28,3,2123,3023,3223,2001,2011,2071,-1
1653,心冻千尺、,28,3,2223,3023,3223,2001,2021,2081,-1
1654,灬疯子灬,28,3,2023,3023,3223,2001,2031,2061,-1
1655,须佐灬小狼,28,3,2123,3023,3223,2001,2041,2071,-1
1656,街角萝莉控,28,3,2523,3123,3323,2501,2541,2591,-1
1657,瑟冥易,28,3,2323,3123,3323,2501,2541,2591,-1
1658,丶丫子,28,3,2423,3123,3323,2501,2541,2591,-1
1659,周润发,28,3,2523,3123,3323,2501,2541,2591,-1
1660,东方不?,28,3,2323,3123,3323,2501,2541,2591,-1
1661,假老綼,28,4,4123,4623,4823,3001,3011,3071,-1
