"Id
===
Id
===
int-s","名称
===
Name
===
string-s","等级
===
Level
===
int-s","模型Id
===
AvatarId
===
int-s","主角站位
===
Position
===
int-s","装备Id0
===
EquipId0
===
int-s","装备Id1
===
EquipId1
===
int-s","装备Id2
===
EquipId2
===
int-s","技能Id0
===
SkillId0
===
int-s","技能Id1
===
SkillId1
===
int-s","技能Id2
===
SkillId2
===
int-s","技能Id3
===
SkillId3
===
int-s","宠物配置0.类型
===
PetConfig0.Type
===
int-cs","宠物配置0.等级
===
PetConfig0.Level
===
int-cs","宠物配置0.站位
===
PetConfig0.Position
===
int-cs","宠物配置1.类型
===
PetConfig1.Type
===
int-cs","宠物配置1.等级
===
PetConfig1.Level
===
int-cs","宠物配置1.站位
===
PetConfig1.Position
===
int-cs","宠物配置2.类型
===
PetConfig2.Type
===
int-cs","宠物配置2.等级
===
PetConfig2.Level
===
int-cs","宠物配置2.站位
===
PetConfig2.Position
===
int-cs","宠物配置3.类型
===
PetConfig3.Type
===
int-cs","宠物配置3.等级
===
PetConfig3.Level
===
int-cs","宠物配置3.站位
===
PetConfig3.Position
===
int-cs"
2333,嘿咻嘿咻,22,3,7,2319,3119,3319,2501,2511,2591,-1,61641,22,3,53921,22,5,55421,22,9,51001,22,11
2334,豪门丶芊捁,22,0,3,419,819,1019,1501,1511,1581,-1,60341,22,5,60343,22,7,61741,22,9,52421,22,11
2335,豪门丶骑士,22,3,7,2519,3119,3319,2501,2541,2591,-1,55341,22,3,61241,22,5,51821,22,9,51021,22,11
2336,猘孑丶杨,22,1,5,419,1219,1419,1501,1531,1581,-1,54821,22,3,52721,22,7,52421,22,9,51021,22,11
2337,九龙拉棺,22,1,3,519,1219,1419,1501,1531,1581,-1,55221,22,5,51521,22,7,53421,22,9,55221,22,11
2338,流氓兔,22,0,5,419,819,1019,1501,1531,1581,-1,61941,22,3,62041,22,7,53021,22,9,54501,22,11
2339,芷泽尘,22,0,9,119,719,919,1001,1011,1081,-1,55341,22,3,60543,22,5,53921,22,7,53421,22,11
2340,嗨、益达,22,1,9,119,1119,1319,1001,1011,1081,-1,61643,22,3,54821,22,5,52921,22,7,53301,22,11
2341,尊者⊙佬鬼,22,2,1,4419,5119,5319,3501,3531,3591,-1,61841,22,5,51221,22,7,55201,22,9,52801,22,11
2342,柳暖柒,22,1,3,519,1219,1419,1501,1531,1581,-1,61141,22,5,60842,22,7,53321,22,9,51601,22,11
2343,孤野狼魂,22,0,5,419,819,1019,1501,1511,1581,-1,60741,22,3,54821,22,7,53121,22,9,51001,22,11
2344,萌丶小轩,22,1,5,519,1219,1419,1501,1511,1581,-1,60642,22,3,60643,22,7,60341,22,9,51021,22,11
2345,霸气逆天,22,2,7,2519,2719,2919,2501,2511,2591,-1,55341,22,3,60042,22,5,60441,22,9,54521,22,11
2346,傲娇夏娜,22,2,3,4519,5119,5319,3501,3551,3591,-1,61242,22,5,62243,22,7,54821,22,9,51101,22,11
2347,东篱菊蕊黄,22,2,1,4519,5119,5319,3501,3551,3561,-1,62141,22,5,54821,22,7,51621,22,9,51201,22,11
2348,剑悬玉丶,22,2,1,4419,4719,4919,3501,3531,3561,-1,61841,22,5,60243,22,7,60341,22,9,53921,22,11
2349,孤单世上行,22,0,9,319,719,919,1001,1021,1081,-1,61642,22,3,51221,22,5,51221,22,7,53401,22,11
2350,墨苒冰,22,0,5,619,819,1019,1501,1531,1581,-1,60643,22,3,52921,22,7,52401,22,9,51001,22,11
2351,爆岛曰、,22,1,5,419,1219,1419,1501,1531,1581,-1,61442,22,3,54821,22,7,52421,22,9,51021,22,11
2352,娇娇同学,22,0,5,619,819,1019,1501,1511,1581,-1,61441,22,3,51221,22,7,55221,22,9,54521,22,11
2353,浪漫づ炫锋,22,2,1,4519,5119,5319,3501,3551,3561,-1,62141,22,5,62243,22,7,53121,22,9,54821,22,11
2354,万剑归心,22,1,5,619,1219,1419,1501,1511,1581,-1,53921,22,3,51221,22,7,55221,22,9,51021,22,11
2355,花花世界,22,2,3,4419,5119,5319,3501,3531,3591,-1,61943,22,5,60541,22,7,52921,22,9,54421,22,11
2356,勇者无畏,22,2,3,4419,4719,4919,3501,3531,3561,-1,61943,22,5,54821,22,7,53921,22,9,54401,22,11
2357,木易上上,22,2,1,4319,4719,4919,3501,3511,3561,-1,62141,22,5,53921,22,7,53101,22,9,52701,22,11
2358,紫辰仓库5,22,0,5,419,819,1019,1501,1511,1581,-1,60942,22,3,52921,22,7,54721,22,9,51021,22,11
2359,安柏盛,22,0,9,319,719,919,1001,1021,1081,-1,61641,22,3,61041,22,5,52721,22,7,53321,22,11
2360,没有然后了,22,0,5,619,819,1019,1501,1531,1581,-1,60243,22,3,60442,22,7,53021,22,9,54521,22,11
2361,情剑断世,22,2,1,4419,4719,4919,3501,3531,3591,-1,61841,22,5,60542,22,7,55221,22,9,52921,22,11
2362,俞文靖,22,0,9,319,719,919,1001,1021,1081,-1,51321,22,3,52821,22,5,51221,22,7,53421,22,11
2363,爱惜生命,22,1,5,419,1219,1419,1501,1511,1581,-1,61042,22,3,61242,22,7,60341,22,9,54521,22,11
2364,小荷尖尖,22,1,9,319,1119,1319,1001,1021,1071,-1,61643,22,3,52721,22,5,54821,22,7,53401,22,11
2365,风云觅玄,22,0,9,119,719,919,1001,1011,1071,-1,54021,22,3,53921,22,5,52821,22,7,52621,22,11
2366,我是H妖孽,22,2,1,4519,5119,5319,3501,3551,3591,-1,51021,22,5,53921,22,7,52421,22,9,52921,22,11
2367,红塔山,22,2,3,4419,5119,5319,3501,3531,3561,-1,60741,22,5,61943,22,7,54821,22,9,54401,22,11
2368,禁卫军,22,1,5,519,1219,1419,1501,1511,1581,-1,52721,22,3,53921,22,7,53121,22,9,51021,22,11
2369,狼魂小宝,22,0,5,419,819,1019,1501,1531,1581,-1,60042,22,3,51221,22,7,54721,22,9,51001,22,11
2370,魅族街角,22,0,5,419,819,1019,1501,1531,1581,-1,52921,22,3,52721,22,7,51621,22,9,51021,22,11
2371,狼魂夏夏,22,1,5,619,1219,1419,1501,1511,1581,-1,60242,22,3,54821,22,7,53001,22,9,54501,22,11
2372,狼魂骷髅,22,2,1,4319,5119,5319,3501,3511,3591,-1,61841,22,5,60643,22,7,51621,22,9,52701,22,11
2373,柳柏宇,22,2,1,4519,5119,5319,3501,3551,3591,-1,62141,22,5,60942,22,7,54721,22,9,52821,22,11
2374,皇☆帝,22,0,5,519,819,1019,1501,1511,1581,-1,60642,22,3,54821,22,7,53001,22,9,54501,22,11
2375,邱采文,22,1,9,219,1119,1319,1001,1031,1071,-1,61642,22,3,51221,22,5,53921,22,7,52601,22,11
2376,若忆灵,22,0,5,619,819,1019,1501,1511,1581,-1,61042,22,3,60243,22,7,61141,22,9,54521,22,11
2377,龙城雪狼,22,1,9,219,1119,1319,1001,1031,1071,-1,62043,22,3,52821,22,5,54801,22,7,53401,22,11
2378,神父阿波罗,22,2,1,4319,4719,4919,3501,3511,3561,-1,62141,22,5,61041,22,7,60341,22,9,51221,22,11
2379,颜依琴,22,2,1,4419,4719,4919,3501,3531,3561,-1,61841,22,5,52721,22,7,52401,22,9,53901,22,11
2380,骷髅印花．,22,0,5,419,819,1019,1501,1511,1581,-1,51221,22,3,52721,22,7,52421,22,9,54521,22,11
2381,雨落无声,22,2,3,4419,4719,4919,3501,3531,3591,-1,60642,22,5,52921,22,7,52901,22,9,54401,22,11
2382,血高防厚,22,2,1,4419,5119,5319,3501,3531,3561,-1,51021,22,5,53921,22,7,54721,22,9,53921,22,11
2383,一百零一次,22,2,1,4519,5119,5319,3501,3551,3561,-1,62141,22,5,60043,22,7,54721,22,9,52901,22,11
2384,狼魂执着,22,0,3,619,819,1019,1501,1531,1581,-1,60341,22,5,60143,22,7,52621,22,9,52421,22,11
2385,怡宝矿泉水,22,2,1,4419,5119,5319,3501,3531,3561,-1,61742,22,5,53921,22,7,55221,22,9,53921,22,11
2386,开盟6大宝,22,1,3,619,1219,1419,1501,1511,1581,-1,60341,22,5,60843,22,7,61842,22,9,54721,22,11
2387,东方易风,22,0,9,219,719,919,1001,1031,1081,-1,61642,22,3,52921,22,5,54801,22,7,55401,22,11
2388,信鹏纯白,22,0,5,619,819,1019,1501,1531,1581,-1,60742,22,3,61442,22,7,51621,22,9,51021,22,11
2389,不二弦雨,22,0,5,419,819,1019,1501,1531,1581,-1,60942,22,3,53921,22,7,52421,22,9,51001,22,11
2390,紫辰仓库7,22,0,5,419,819,1019,1501,1531,1581,-1,61241,22,3,54821,22,7,55201,22,9,51001,22,11
2391,蔺轩厉,22,2,3,4319,4719,4919,3501,3511,3561,-1,52821,22,5,54821,22,7,52921,22,9,54421,22,11
2392,墨羽宇飞,22,2,1,4319,5119,5319,3501,3511,3591,-1,62141,22,5,54821,22,7,52421,22,9,52901,22,11
2393,弑神灬花少,22,0,5,619,819,1019,1501,1511,1581,-1,60641,22,3,52721,22,7,53121,22,9,51021,22,11
2394,简单爱,22,0,3,419,819,1019,1501,1511,1581,-1,61141,22,5,52321,22,7,51821,22,9,54701,22,11
2395,清枫明月,22,0,9,219,719,919,1001,1031,1071,-1,61641,22,3,53921,22,5,52721,22,7,51821,22,11
2396,WeiQi,22,1,9,119,1119,1319,1001,1011,1081,-1,55321,22,3,54821,22,5,53921,22,7,53321,22,11
2397,狼魂鱼跃,22,2,1,4419,4719,4919,3501,3531,3561,-1,61742,22,5,53921,22,7,54701,22,9,52901,22,11
2398,噢密高,22,2,1,4519,5119,5319,3501,3551,3561,-1,61841,22,5,53921,22,7,52421,22,9,52801,22,11
2399,君邪丨,22,3,7,2519,3119,3319,2501,2541,2591,-1,61641,22,3,51221,22,5,55421,22,9,51021,22,11
2400,15634,22,2,7,2519,2719,2919,2501,2511,2591,-1,61642,22,3,54821,22,5,51821,22,9,54521,22,11
2401,泡面伴侣,22,0,9,119,719,919,1001,1011,1071,-1,61642,22,3,61241,22,5,54821,22,7,51821,22,11
2402,じ灬死神丶,22,2,1,4319,5119,5319,3501,3511,3591,-1,62141,22,5,60041,22,7,54721,22,9,51221,22,11
2403,麟♂少?,22,1,3,419,1219,1419,1501,1531,1581,-1,60341,22,5,61541,22,7,62242,22,9,55221,22,11
2404,恶魔寒冰,22,1,9,219,1119,1319,1001,1031,1081,-1,61641,22,3,51221,22,5,52721,22,7,52621,22,11
2405,骄阳天下,22,1,5,519,1219,1419,1501,1511,1581,-1,62243,22,3,61043,22,7,54721,22,9,54521,22,11
2406,9520,22,1,5,419,1219,1419,1501,1511,1581,-1,52821,22,3,53921,22,7,53021,22,9,54521,22,11
2407,剑灵0,22,1,3,419,1219,1419,1501,1531,1581,-1,60341,22,5,54321,22,7,55401,22,9,54701,22,11
2408,专找小姐,22,2,3,4419,4719,4919,3501,3531,3591,-1,60541,22,5,54821,22,7,52901,22,9,52301,22,11
2409,妖雪墨,22,1,3,519,1219,1419,1501,1531,1581,-1,51621,22,5,53521,22,7,53321,22,9,53121,22,11
2410,放肆卖萌丶,22,1,3,619,1219,1419,1501,1511,1581,-1,61141,22,5,60842,22,7,53321,22,9,51601,22,11
2411,杀戮灬芷蕊,22,2,3,4419,5119,5319,3501,3531,3561,-1,61243,22,5,61942,22,7,61041,22,9,52521,22,11
2412,旎旎酱oO,22,1,9,219,1119,1319,1001,1031,1071,-1,55121,22,3,52821,22,5,52821,22,7,55421,22,11
2413,豪門丶敲,22,1,5,519,1219,1419,1501,1511,1581,-1,60943,22,3,60641,22,7,54721,22,9,54521,22,11
2414,F丶S军羽,22,2,1,4319,4719,4919,3501,3511,3561,-1,62141,22,5,54821,22,7,54721,22,9,52801,22,11
2415,狼魂宝儿,22,1,3,519,1219,1419,1501,1531,1581,-1,61141,22,5,53521,22,7,53421,22,9,51621,22,11
2416,小风那个吹,22,1,3,519,1219,1419,1501,1511,1581,-1,61141,22,5,61342,22,7,62241,22,9,51621,22,11
2417,沫乐萱,22,0,3,619,819,1019,1501,1531,1581,-1,53121,22,5,54421,22,7,52621,22,9,55221,22,11
2418,钰Ku无泪,22,2,7,2319,2719,2919,2501,2541,2591,-1,55341,22,3,60041,22,5,52621,22,9,54501,22,11
2419,龙城美美,22,2,3,4419,5119,5319,3501,3531,3591,-1,61442,22,5,52721,22,7,52921,22,9,52301,22,11
2420,憨憨子,22,0,9,319,719,919,1001,1021,1081,-1,61643,22,3,52821,22,5,52921,22,7,55401,22,11
2421,寒冰掌,22,2,7,2319,2719,2919,2501,2541,2591,-1,62043,22,3,54821,22,5,53301,22,9,51001,22,11
2422,斗战圣姑,22,1,3,419,1219,1419,1501,1531,1581,-1,61141,22,5,54321,22,7,51821,22,9,52421,22,11
2423,吕易海,22,0,3,419,819,1019,1501,1531,1581,-1,61141,22,5,54421,22,7,51801,22,9,55201,22,11
2424,狼魂艹蛋,22,2,3,4519,5119,5319,3501,3551,3591,-1,60642,22,5,53921,22,7,53921,22,9,54401,22,11
2425,Gin翼,22,1,9,219,1119,1319,1001,1031,1081,-1,51321,22,3,52721,22,5,52821,22,7,55421,22,11
2426,kzss,22,1,3,519,1219,1419,1501,1531,1581,-1,61141,22,5,60843,22,7,55421,22,9,55221,22,11
2427,左佑非,22,1,5,419,1219,1419,1501,1511,1581,-1,61442,22,3,60043,22,7,53121,22,9,54521,22,11
2428,晓枫梓,22,1,3,619,1219,1419,1501,1511,1581,-1,60341,22,5,60843,22,7,61843,22,9,54721,22,11
2429,狼魂明大,22,0,5,619,819,1019,1501,1511,1581,-1,60741,22,3,62042,22,7,55221,22,9,54501,22,11
2430,天羿游,22,0,3,419,819,1019,1501,1531,1581,-1,55221,22,5,54321,22,7,55421,22,9,53121,22,11
2431,米丽古丽,22,2,1,4419,5119,5319,3501,3531,3561,-1,61742,22,5,60641,22,7,55221,22,9,52921,22,11
2432,缪路宇,22,1,9,319,1119,1319,1001,1021,1071,-1,61641,22,3,54821,22,5,54801,22,7,52601,22,11
2433,官网信件,22,3,7,2419,3119,3319,2501,2541,2591,-1,61642,22,3,52821,22,5,53301,22,9,54501,22,11
2434,狼魂快乐,22,1,5,519,1219,1419,1501,1511,1581,-1,62042,22,3,61241,22,7,60341,22,9,51021,22,11
2435,晏迷彦,22,3,7,2519,3119,3319,2501,2541,2591,-1,62043,22,3,52721,22,5,52621,22,9,51021,22,11
2436,甜而不腻,22,2,3,4319,5119,5319,3501,3511,3591,-1,61942,22,5,60041,22,7,61241,22,9,52521,22,11
2437,魑魅炫舞飞,22,2,1,4519,5119,5319,3501,3551,3591,-1,61841,22,5,51221,22,7,51621,22,9,51201,22,11
2438,别离首席,22,0,3,419,819,1019,1501,1531,1581,-1,53121,22,5,53521,22,7,55421,22,9,54721,22,11
2439,无疆布哥,22,2,7,2419,2719,2919,2501,2511,2591,-1,61642,22,3,52721,22,5,53421,22,9,54501,22,11
2440,我是白馒头,22,2,3,4419,4719,4919,3501,3531,3561,-1,60743,22,5,52921,22,7,51221,22,9,51121,22,11
2441,唯爱筱筱,22,1,9,119,1119,1319,1001,1011,1081,-1,61643,22,3,51221,22,5,52721,22,7,55421,22,11
2442,魅惑丶小敏,22,1,3,619,1219,1419,1501,1511,1581,-1,60341,22,5,60143,22,7,53421,22,9,51601,22,11
2443,萌灵儿,22,0,9,119,719,919,1001,1011,1081,-1,61642,22,3,61042,22,5,54821,22,7,53301,22,11
2444,樱灬桃,22,1,3,519,1219,1419,1501,1511,1581,-1,61141,22,5,61341,22,7,55421,22,9,53101,22,11
2445,皇甫元风,22,1,5,419,1219,1419,1501,1531,1581,-1,60641,22,3,51221,22,7,51601,22,9,51001,22,11
2446,X死神X,22,2,1,4519,5119,5319,3501,3551,3591,-1,51021,22,5,52921,22,7,51621,22,9,54821,22,11
2447,冷梓歌,22,0,3,519,819,1019,1501,1511,1581,-1,60341,22,5,54321,22,7,55421,22,9,53121,22,11
2448,艾Ж哥,22,0,9,219,719,919,1001,1031,1071,-1,55341,22,3,60741,22,5,60642,22,7,53421,22,11
2449,变化德天使,22,2,1,4319,5119,5319,3501,3511,3591,-1,61742,22,5,60242,22,7,51621,22,9,52901,22,11
2450,开盟红炎和,22,0,3,619,819,1019,1501,1511,1581,-1,54721,22,5,52521,22,7,52621,22,9,51621,22,11
2451,沈傲君,22,0,3,519,819,1019,1501,1511,1581,-1,60341,22,5,61341,22,7,62142,22,9,54721,22,11
2452,艾尔莎,22,3,7,2519,3119,3319,2501,2541,2591,-1,55121,22,3,52921,22,5,53321,22,9,51021,22,11
2453,止血贴,22,0,5,519,819,1019,1501,1511,1581,-1,60043,22,3,51221,22,7,55221,22,9,54521,22,11
2454,忆怀梦,22,2,3,4319,5119,5319,3501,3511,3591,-1,52821,22,5,53921,22,7,52721,22,9,54321,22,11
2455,春天花开,22,2,1,4319,5119,5319,3501,3511,3591,-1,61841,22,5,52921,22,7,53101,22,9,54801,22,11
2456,八皇帝,22,1,3,519,1219,1419,1501,1531,1581,-1,53121,22,5,54421,22,7,52621,22,9,54721,22,11
2457,九方剑神,22,0,9,119,719,919,1001,1011,1081,-1,61641,22,3,51221,22,5,52801,22,7,55401,22,11
2458,借过一下,22,1,3,519,1219,1419,1501,1531,1581,-1,60341,22,5,61542,22,7,60142,22,9,55221,22,11
2459,伊隐浩,22,1,3,619,1219,1419,1501,1511,1581,-1,60341,22,5,54321,22,7,53321,22,9,53001,22,11
2460,Dayan,22,2,3,4419,4719,4919,3501,3531,3561,-1,51221,22,5,54821,22,7,52821,22,9,52321,22,11
2461,东方隐岸,22,0,5,419,819,1019,1501,1531,1581,-1,60043,22,3,61041,22,7,54721,22,9,51001,22,11
2462,云上祺岸,22,2,3,4319,4719,4919,3501,3511,3561,-1,61442,22,5,51221,22,7,52721,22,9,51521,22,11
2463,无疆布神,22,2,1,4319,4719,4919,3501,3511,3561,-1,61841,22,5,53921,22,7,52421,22,9,53901,22,11
2464,夜灬难眠,22,2,1,4419,5119,5319,3501,3531,3591,-1,51021,22,5,54821,22,7,54721,22,9,51221,22,11
2465,米老头,22,0,5,419,819,1019,1501,1511,1581,-1,61441,22,3,52821,22,7,55221,22,9,54521,22,11
2466,魔域龙呤,22,2,1,4519,4719,4919,3501,3551,3591,-1,61841,22,5,60542,22,7,53121,22,9,52801,22,11
2467,寒敖云,22,2,7,2519,2719,2919,2501,2541,2591,-1,55341,22,3,53921,22,5,53321,22,9,54521,22,11
2468,X霸X,22,2,3,4319,4719,4919,3501,3511,3561,-1,61043,22,5,52921,22,7,52701,22,9,51501,22,11
2469,天籁魔旋,22,2,7,2419,2719,2919,2501,2511,2591,-1,61641,22,3,60942,22,5,51821,22,9,54521,22,11
2470,守望者,22,0,9,219,719,919,1001,1031,1071,-1,61642,22,3,61242,22,5,60241,22,7,55421,22,11
2471,魔幻天星,22,2,1,4519,5119,5319,3501,3551,3591,-1,62141,22,5,52721,22,7,51601,22,9,51201,22,11
2472,情谊看看,22,2,3,4319,5119,5319,3501,3511,3591,-1,60242,22,5,52921,22,7,52901,22,9,52501,22,11
2473,韶弥湮,22,1,5,419,1219,1419,1501,1531,1581,-1,61941,22,3,54821,22,7,52421,22,9,51021,22,11
2474,七小橙,22,1,5,419,1219,1419,1501,1531,1581,-1,61041,22,3,62041,22,7,60341,22,9,54521,22,11
2475,丶伊伊,22,2,3,4419,4719,4919,3501,3531,3591,-1,61041,22,5,53921,22,7,52921,22,9,52521,22,11
2476,妖丶孽,22,3,7,2319,3119,3319,2501,2541,2591,-1,61643,22,3,52921,22,5,52621,22,9,51001,22,11
2477,仙影狐、,22,2,1,4519,4719,4919,3501,3551,3591,-1,61841,22,5,54821,22,7,53001,22,9,52701,22,11
2478,韶岚恩,22,2,3,4419,4719,4919,3501,3531,3591,-1,60042,22,5,61443,22,7,51221,22,9,51521,22,11
2479,南宫苍痕,22,1,5,519,1219,1419,1501,1531,1581,-1,60942,22,3,60643,22,7,52421,22,9,54521,22,11
2480,麦小图丶,22,0,9,219,719,919,1001,1031,1071,-1,61642,22,3,60542,22,5,52821,22,7,53321,22,11
2481,寂寞阿水,22,1,3,419,1219,1419,1501,1531,1581,-1,60341,22,5,51521,22,7,55421,22,9,52421,22,11
2482,龙叶生轩,22,1,5,419,1219,1419,1501,1511,1581,-1,60541,22,3,61441,22,7,53021,22,9,54501,22,11
2483,午后R红茶,22,2,1,4519,4719,4919,3501,3551,3591,-1,61742,22,5,52921,22,7,55221,22,9,54821,22,11
2484,辰々星,22,2,7,2519,2719,2919,2501,2541,2591,-1,61642,22,3,60042,22,5,51821,22,9,51021,22,11
2485,羊毛贝,22,1,9,319,1119,1319,1001,1021,1071,-1,61643,22,3,62041,22,5,54821,22,7,53301,22,11
2486,坑货灬浪子,22,3,7,2519,3119,3319,2501,2541,2591,-1,55121,22,3,52921,22,5,55421,22,9,54521,22,11
2487,、倾城,22,2,3,4519,5119,5319,3501,3551,3591,-1,54821,22,5,54821,22,7,52721,22,9,52521,22,11
2488,上官丶莫荣,22,2,1,4519,5119,5319,3501,3551,3591,-1,61841,22,5,52721,22,7,54721,22,9,52901,22,11
2489,水煮豆腐,22,2,3,4519,4719,4919,3501,3551,3591,-1,61241,22,5,52721,22,7,54821,22,9,53501,22,11
2490,巫江南,22,1,5,519,1219,1419,1501,1531,1581,-1,60643,22,3,61041,22,7,53021,22,9,51021,22,11
2491,然柏隐,22,2,3,4519,5119,5319,3501,3551,3591,-1,60643,22,5,54821,22,7,52701,22,9,53501,22,11
2492,东方龙痕,22,2,1,4419,4719,4919,3501,3531,3561,-1,61841,22,5,61242,22,7,51621,22,9,54801,22,11
2493,醉酒未醒,22,0,3,619,819,1019,1501,1531,1581,-1,60341,22,5,54421,22,7,53301,22,9,55201,22,11
2494,十清明十,22,2,3,4519,5119,5319,3501,3551,3561,-1,61242,22,5,60442,22,7,60243,22,9,51121,22,11
2495,李寻欢,22,3,7,2319,3119,3319,2501,2511,2591,-1,61643,22,3,52821,22,5,55401,22,9,51001,22,11
2496,钻石眼泪,22,0,5,419,819,1019,1501,1531,1581,-1,61942,22,3,62042,22,7,52421,22,9,51021,22,11
2497,弄你龟儿,22,2,7,2519,2719,2919,2501,2541,2591,-1,53821,22,3,54821,22,5,52621,22,9,51021,22,11
2498,天英豪地,22,0,5,419,819,1019,1501,1531,1581,-1,52721,22,3,52721,22,7,53021,22,9,51021,22,11
2499,沉默の阿蛮,22,1,9,319,1119,1319,1001,1021,1081,-1,55341,22,3,52721,22,5,54801,22,7,53401,22,11
2500,能战否,22,1,3,419,1219,1419,1501,1531,1581,-1,61141,22,5,61343,22,7,52621,22,9,53101,22,11
2501,挟冰求吻,21,2,5,2218,2618,2818,2001,2031,2071,-1,61642,20,3,60341,19,9,61841,19,11,-1,-1,-1
2502,我是小熊,21,1,5,418,1218,1418,1501,1511,1581,-1,61042,20,7,60142,18,9,54421,21,11,-1,-1,-1
2503,冰舞祺玄,21,3,5,2018,3018,3218,2001,2011,2071,-1,55121,18,3,55221,19,9,51021,18,11,-1,-1,-1
2504,逍遥子,21,1,3,218,1118,1318,1001,1031,1071,-1,55221,21,1,54521,18,7,53521,19,9,-1,-1,-1
2505,心的归属,21,1,3,618,1218,1418,1501,1511,1581,-1,61841,21,5,60642,21,9,61943,18,11,-1,-1,-1
2506,戚楚孤,21,0,1,218,718,918,1001,1031,1071,-1,52421,18,7,53421,20,9,51021,21,11,-1,-1,-1
2507,慕世小爷,21,1,5,518,1218,1418,1501,1531,1581,-1,61241,21,7,55421,21,9,52321,18,11,-1,-1,-1
2508,鬼魅顺丰,21,1,3,418,1218,1418,1501,1531,1581,-1,61742,21,5,60741,19,9,61242,19,11,-1,-1,-1
2509,奶爸无敌,21,1,5,418,1218,1418,1501,1531,1581,-1,54821,21,7,51821,18,9,51521,19,11,-1,-1,-1
2510,舞冬亦,21,1,1,118,1118,1318,1001,1011,1081,-1,53121,21,7,51821,21,9,54521,19,11,-1,-1,-1
2511,左幻梅,21,2,5,2018,2618,2818,2001,2011,2071,-1,55341,19,3,61141,19,9,61841,20,11,-1,-1,-1
2512,末岛丶,21,1,5,518,1218,1418,1501,1511,1581,-1,61241,21,7,55421,21,9,51121,20,11,-1,-1,-1
2513,丶特仑苏,21,3,5,2018,3018,3218,2001,2011,2071,-1,61742,20,7,60942,18,9,53321,21,11,-1,-1,-1
2514,治疗奶爸,21,1,1,318,1118,1318,1001,1021,1081,-1,61141,20,7,53321,18,9,51021,18,11,-1,-1,-1
2515,颜沐哚丶,21,1,3,418,1218,1418,1501,1531,1581,-1,62141,18,5,60641,18,9,61042,20,11,-1,-1,-1
2516,默觅波,21,0,3,318,718,918,1001,1021,1081,-1,60341,20,1,61742,18,7,51121,20,9,-1,-1,-1
2517,系1统,21,1,3,418,1218,1418,1501,1511,1581,-1,51021,20,5,52721,21,9,53921,18,11,-1,-1,-1
2518,′徒劳,21,1,3,318,1118,1318,1001,1021,1071,-1,61141,21,1,51021,21,7,53521,19,9,-1,-1,-1
2519,赵狗狗丶,21,1,5,518,1218,1418,1501,1531,1581,-1,61242,21,7,61743,20,9,51121,18,11,-1,-1,-1
2520,∮舞花音∮,21,2,1,4218,5018,5218,3001,3041,3071,-1,55321,20,3,51021,19,7,52721,19,9,-1,-1,-1
2521,仙幻べ璃梦,21,3,5,2018,3018,3218,2001,2011,2071,-1,54521,21,7,51221,19,9,52621,18,11,-1,-1,-1
2522,狐狸糊涂,21,1,3,618,1218,1418,1501,1511,1581,-1,61742,21,5,61442,21,9,52821,21,11,-1,-1,-1
2523,幕世星宇,21,0,3,218,718,918,1001,1031,1081,-1,60341,18,1,51021,19,7,54421,20,9,-1,-1,-1
2524,猛男无敌,21,1,3,318,1118,1318,1001,1021,1081,-1,52421,21,1,51021,21,7,53521,19,9,-1,-1,-1
2525,V主人V,21,2,1,4218,4618,4818,3001,3011,3071,-1,61643,20,3,54521,19,7,52821,21,9,-1,-1,-1
2526,冷无情丶,21,1,3,518,1218,1418,1501,1511,1581,-1,51021,18,5,52921,21,9,53921,21,11,-1,-1,-1
2527,我灬文盲,21,2,1,4018,5018,5218,3001,3011,3071,-1,62043,21,3,62141,20,7,60542,20,9,-1,-1,-1
2528,轩辕无道,21,1,1,218,1118,1318,1001,1031,1081,-1,61141,19,7,62242,18,9,54521,18,11,-1,-1,-1
2529,逍遥虫子,21,2,5,2018,2618,2818,2001,2011,2071,-1,55341,19,3,60341,19,9,61841,18,11,-1,-1,-1
2530,L玲L,21,3,5,2118,3018,3218,2001,2021,2061,-1,61742,19,7,60543,19,9,55421,19,11,-1,-1,-1
2531,此刻无声,21,0,3,618,818,1018,1501,1531,1581,-1,61742,19,5,60042,21,9,52721,20,11,-1,-1,-1
2532,静冷霜,21,3,5,2018,3018,3218,2001,2011,2061,-1,62141,19,7,53921,21,9,55421,20,11,-1,-1,-1
2533,亮亮虫,21,2,1,4218,4618,4818,3001,3011,3071,-1,62043,18,3,54521,18,7,54821,18,9,-1,-1,-1
2534,云门无伤,21,1,3,118,1118,1318,1001,1011,1081,-1,51621,20,1,51021,18,7,54421,20,9,-1,-1,-1
2535,灭世ギ战皇,21,1,3,518,1218,1418,1501,1511,1581,-1,54521,20,5,53921,18,9,52921,20,11,-1,-1,-1
2536,月姬ヅ魔女,21,1,3,318,1118,1318,1001,1021,1081,-1,60341,20,1,61742,18,7,53521,21,9,-1,-1,-1
2537,北冥梓云,21,1,5,418,1218,1418,1501,1531,1581,-1,60942,18,7,62142,21,9,53521,20,11,-1,-1,-1
2538,堕落丶无忧,21,3,5,2118,3018,3218,2001,2021,2071,-1,54021,21,3,55221,19,9,54521,18,11,-1,-1,-1
2539,蝌蚪也吃肉,21,0,1,318,718,918,1001,1021,1081,-1,60341,19,7,62143,19,9,51021,21,11,-1,-1,-1
