"等级
===
Id
===
int-cs","升级经验
===
Exp
===
int-cs","升级奖励体力
===
RewardActionPoint
===
int-cs","携带武将上限
===
PetMaxCount
===
int-cs","好友上限修正
===
FriendRefix
===
int-cs","属性值0
===
Attr0
===
float-cs","属性值1
===
Attr1
===
float-cs","属性值2
===
Attr2
===
float-cs","属性值3
===
Attr3
===
float-cs","属性值4
===
Attr4
===
float-cs","属性值5
===
Attr5
===
float-cs","属性值6
===
Attr6
===
float-cs","属性值7
===
Attr7
===
float-cs","属性值8
===
Attr8
===
float-cs","属性值9
===
Attr9
===
float-cs","属性值10
===
Attr10
===
float-cs","属性值11
===
Attr11
===
float-cs","属性值12
===
Attr12
===
float-cs","属性值13
===
Attr13
===
float-cs","属性值14
===
Attr14
===
float-cs","属性值15
===
Attr15
===
float-cs","属性值16
===
Attr16
===
float-cs","属性值17
===
Attr17
===
float-cs","属性值18
===
Attr18
===
float-cs","属性值19
===
Attr19
===
float-cs","属性值20
===
Attr20
===
float-cs","属性值21
===
Attr21
===
float-cs","属性值22
===
Attr22
===
float-cs","属性值23
===
Attr23
===
float-cs","属性值24
===
Attr24
===
float-cs","属性值25
===
Attr25
===
float-cs","属性值26
===
Attr26
===
float-cs","属性值27
===
Attr27
===
float-cs","属性值28
===
Attr28
===
float-cs","属性值29
===
Attr29
===
float-cs","属性值30
===
Attr30
===
float-cs","属性值31
===
Attr31
===
float-cs"
3032,107520,0,2,2,236,354,12070,490,0,0,0,0,99,99,99,99,243,243,277,277,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3033,120780,0,2,2,243,364,12417,500,0,0,0,0,101,101,101,101,250,250,285,285,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3034,134640,0,2,2,249,374,12765,510,0,0,0,0,104,104,104,104,257,257,293,293,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3035,151200,0,2,2,256,385,13112,520,0,0,0,0,107,107,107,107,264,264,301,301,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3036,168480,0,2,2,263,395,13459,530,0,0,0,0,110,110,110,110,271,271,309,309,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3037,186480,0,2,2,270,405,13807,540,0,0,0,0,113,113,113,113,278,278,317,317,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3038,205200,0,2,2,277,415,14154,550,0,0,0,0,116,116,116,116,285,285,325,325,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3039,224640,0,2,2,283,425,14501,560,0,0,0,0,118,118,118,118,292,292,333,333,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3040,254400,0,2,2,290,436,14849,570,0,0,0,0,121,121,121,121,299,299,341,341,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3041,285360,0,2,2,297,446,15196,580,0,0,0,0,124,124,124,124,306,306,349,349,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3042,317520,0,2,2,304,456,15543,590,0,0,0,0,127,127,127,127,313,313,357,357,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3043,350880,0,2,2,311,466,15891,600,0,0,0,0,130,130,130,130,320,320,365,365,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3044,385440,0,2,2,317,476,16238,610,0,0,0,0,133,133,133,133,327,327,373,373,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3045,426600,0,2,2,324,487,16585,620,0,0,0,0,136,136,136,136,334,334,381,381,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3046,469200,0,2,2,331,497,16933,630,0,0,0,0,138,138,138,138,341,341,389,389,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3047,513240,0,2,2,338,507,17280,640,0,0,0,0,141,141,141,141,348,348,397,397,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3048,558720,0,2,2,345,517,17628,650,0,0,0,0,144,144,144,144,355,355,404,404,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3049,605640,0,2,2,351,527,17975,660,0,0,0,0,147,147,147,147,362,362,412,412,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3050,663000,0,2,2,358,538,18322,670,0,0,0,0,150,150,150,150,369,369,420,420,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3051,722160,0,2,2,365,548,18670,680,0,0,0,0,153,153,153,153,376,376,428,428,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3052,783120,0,2,2,372,558,19017,690,0,0,0,0,156,156,156,156,383,383,436,436,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3053,845880,0,2,2,379,568,19364,700,0,0,0,0,158,158,158,158,390,390,444,444,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3054,910440,0,2,2,385,578,19712,710,0,0,0,0,161,161,161,161,397,397,452,452,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3055,993300,0,2,2,392,589,20059,720,0,0,0,0,164,164,164,164,404,404,460,460,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3056,1078560,0,2,2,399,599,20406,730,0,0,0,0,167,167,167,167,411,411,468,468,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3057,1166220,0,2,2,406,609,20754,740,0,0,0,0,170,170,170,170,418,418,476,476,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3058,1256280,0,2,2,413,619,21101,750,0,0,0,0,173,173,173,173,425,425,484,484,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3059,1348740,0,2,2,419,629,21448,760,0,0,0,0,175,175,175,175,432,432,492,492,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3060,1443600,0,2,2,426,640,21796,770,0,0,0,0,178,178,178,178,439,439,500,500,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3061,1540860,0,2,2,433,650,22143,780,0,0,0,0,181,181,181,181,446,446,508,508,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3062,1640520,0,2,2,440,660,22490,790,0,0,0,0,184,184,184,184,453,453,516,516,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3063,1742580,0,2,2,447,670,22838,800,0,0,0,0,187,187,187,187,460,460,524,524,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3064,1847040,0,2,2,453,680,23185,810,0,0,0,0,190,190,190,190,467,467,532,532,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3065,1953900,0,2,2,460,691,23532,820,0,0,0,0,193,193,193,193,474,474,540,540,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3066,2063160,0,2,2,467,701,23880,830,0,0,0,0,195,195,195,195,481,481,548,548,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3067,2174820,0,2,2,474,711,24227,840,0,0,0,0,198,198,198,198,488,488,556,556,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3068,2288880,0,2,2,481,721,24575,850,0,0,0,0,201,201,201,201,495,495,564,564,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3069,2405340,0,2,2,487,731,24922,860,0,0,0,0,204,204,204,204,502,502,572,572,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3070,2524200,0,2,2,494,742,25269,870,0,0,0,0,207,207,207,207,509,509,580,580,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3071,2645460,0,2,2,501,752,25617,880,0,0,0,0,210,210,210,210,516,516,588,588,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3072,2769120,0,2,2,508,762,25964,890,0,0,0,0,213,213,213,213,523,523,596,596,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3073,2895180,0,2,2,515,772,26311,900,0,0,0,0,215,215,215,215,530,530,604,604,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3074,3023640,0,2,2,521,782,26659,910,0,0,0,0,218,218,218,218,537,537,612,612,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3075,3154500,0,2,2,528,793,27006,920,0,0,0,0,221,221,221,221,544,544,620,620,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3076,3287760,0,2,2,535,803,27353,930,0,0,0,0,224,224,224,224,551,551,628,628,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3077,3423420,0,2,2,542,813,27701,940,0,0,0,0,227,227,227,227,558,558,636,636,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3078,3561480,0,2,2,549,823,28048,950,0,0,0,0,230,230,230,230,565,565,644,644,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3079,3701940,0,2,2,555,833,28395,960,0,0,0,0,232,232,232,232,572,572,652,652,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3080,3844800,0,2,2,562,844,28743,970,0,0,0,0,235,235,235,235,579,579,660,660,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3081,3990060,0,2,2,569,854,29090,980,0,0,0,0,238,238,238,238,586,586,668,668,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3082,4137720,0,2,2,576,864,29437,990,0,0,0,0,241,241,241,241,593,593,676,676,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3083,4287780,0,2,2,583,874,29785,1000,0,0,0,0,244,244,244,244,600,600,684,684,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3084,4440240,0,2,2,589,884,30132,1010,0,0,0,0,247,247,247,247,607,607,692,692,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3085,4595100,0,2,2,596,895,30479,1020,0,0,0,0,250,250,250,250,614,614,700,700,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3086,4752360,0,2,2,603,905,30827,1030,0,0,0,0,252,252,252,252,621,621,708,708,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3087,4912020,0,2,2,610,915,31174,1040,0,0,0,0,255,255,255,255,628,628,716,716,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3088,5074080,0,2,2,617,925,31522,1050,0,0,0,0,258,258,258,258,635,635,724,724,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3089,5238540,0,2,2,623,935,31869,1060,0,0,0,0,261,261,261,261,642,642,732,732,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3090,5405400,0,2,2,630,946,32216,1070,0,0,0,0,264,264,264,264,649,649,740,740,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3091,5574660,0,2,2,637,956,32564,1080,0,0,0,0,267,267,267,267,656,656,748,748,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3092,5746320,0,2,2,644,966,32911,1090,0,0,0,0,270,270,270,270,663,663,756,756,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3093,5920380,0,2,2,651,976,33258,1100,0,0,0,0,272,272,272,272,670,670,764,764,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3094,6096840,0,2,2,657,986,33606,1110,0,0,0,0,275,275,275,275,677,677,772,772,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3095,6275700,0,2,2,664,997,33953,1120,0,0,0,0,278,278,278,278,684,684,780,780,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3096,6456960,0,2,2,671,1007,34300,1130,0,0,0,0,281,281,281,281,691,691,788,788,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3097,6640620,0,2,2,678,1017,34648,1140,0,0,0,0,284,284,284,284,698,698,796,796,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3098,6826680,0,2,2,685,1027,34995,1150,0,0,0,0,287,287,287,287,705,705,803,803,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3099,7015140,0,2,2,691,1037,35342,1160,0,0,0,0,289,289,289,289,712,712,811,811,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
3100,7206000,0,2,2,698,1048,35690,1170,0,0,0,0,292,292,292,292,719,719,819,819,0,6,6,0,200,1,1,100,1,0,0,0,0,0,0,0
