"Id
===
Id
===
int-cs","名称
===
Name
===
string-cs","轮盘权重
===
RollingRatio
===
float-cs","每打一遍勋章奖励
===
StarAward
===
float-cs","成就ID
===
AchId
===
int-cs","需求类型
===
ReqType
===
int-cs","需求占比
===
ReqPercent
===
int-cs","物品ID集合(分号分割)
===
Ids
===
string-cs","掉落率
===
DropRate
===
float-cs","最少打多少遍
===
MinCount
===
int-cs","最多打多少遍
===
MaxCount
===
int-cs","星级占比（10000）0
===
StarPercent0
===
int-cs","星级占比（10000）1
===
StarPercent1
===
int-cs","星级占比（10000）2
===
StarPercent2
===
int-cs","任务刷新过滤
===
TaskFilter
===
string-s"
393,普通,74,16,-1,1,0,190739,1,1,1,5000,3000,2000,Func_CompleteStage(1907)
394,普通,74,16,-1,1,0,190839,1,1,1,5000,3000,2000,Func_CompleteStage(1908)
395,普通,74,16,-1,1,0,190939,1,1,1,5000,3000,2000,Func_CompleteStage(1909)
396,普通,74,16,-1,1,0,191039,1,1,1,5000,3000,2000,Func_CompleteStage(1910)
397,普通,74,16,-1,1,0,191139,1,1,1,5000,3000,2000,Func_CompleteStage(1911)
398,普通,74,16,-1,1,0,191239,1,1,1,5000,3000,2000,Func_CompleteStage(1912)
399,普通,76,16,-1,1,0,200139,1,1,1,5000,3000,2000,Func_CompleteStage(2001)
400,普通,76,16,-1,1,0,200239,1,1,1,5000,3000,2000,Func_CompleteStage(2002)
401,普通,76,16,-1,1,0,200339,1,1,1,5000,3000,2000,Func_CompleteStage(2003)
402,普通,76,16,-1,1,0,200439,1,1,1,5000,3000,2000,Func_CompleteStage(2004)
403,普通,76,16,-1,1,0,200539,1,1,1,5000,3000,2000,Func_CompleteStage(2005)
404,普通,76,16,-1,1,0,200639,1,1,1,5000,3000,2000,Func_CompleteStage(2006)
405,普通,76,16,-1,1,0,200739,1,1,1,5000,3000,2000,Func_CompleteStage(2007)
406,普通,76,16,-1,1,0,200839,1,1,1,5000,3000,2000,Func_CompleteStage(2008)
407,普通,76,16,-1,1,0,200939,1,1,1,5000,3000,2000,Func_CompleteStage(2009)
408,普通,76,16,-1,1,0,201039,1,1,1,5000,3000,2000,Func_CompleteStage(2010)
409,普通,76,16,-1,1,0,201139,1,1,1,5000,3000,2000,Func_CompleteStage(2011)
410,普通,76,16,-1,1,0,201239,1,1,1,5000,3000,2000,Func_CompleteStage(2012)
411,精英,4,20,-1,1,0,1010139,1,1,1,5000,3000,2000,Func_CompleteStage(10101)
412,精英,4,20,-1,1,0,1010239,1,1,1,5000,3000,2000,Func_CompleteStage(10102)
413,精英,6,20,-1,1,0,1010339,1,1,1,5000,3000,2000,Func_CompleteStage(10103)
414,精英,6,20,-1,1,0,1010439,1,1,1,5000,3000,2000,Func_CompleteStage(10104)
415,精英,6,20,-1,1,0,1010539,1,1,1,5000,3000,2000,Func_CompleteStage(10105)
416,精英,8,20,-1,1,0,1010639,1,1,1,5000,3000,2000,Func_CompleteStage(10106)
417,精英,8,20,-1,1,0,1010739,1,1,1,5000,3000,2000,Func_CompleteStage(10107)
418,精英,8,20,-1,1,0,1010839,1,1,1,5000,3000,2000,Func_CompleteStage(10108)
419,精英,10,20,-1,1,0,1020139,1,1,1,5000,3000,2000,Func_CompleteStage(10201)
420,精英,10,20,-1,1,0,1020239,1,1,1,5000,3000,2000,Func_CompleteStage(10202)
421,精英,10,20,-1,1,0,1020339,1,1,1,5000,3000,2000,Func_CompleteStage(10203)
422,精英,10,20,-1,1,0,1020439,1,1,1,5000,3000,2000,Func_CompleteStage(10204)
423,精英,12,20,-1,1,0,1020539,1,1,1,5000,3000,2000,Func_CompleteStage(10205)
424,精英,12,20,-1,1,0,1020639,1,1,1,5000,3000,2000,Func_CompleteStage(10206)
425,精英,12,20,-1,1,0,1020739,1,1,1,5000,3000,2000,Func_CompleteStage(10207)
426,精英,14,20,-1,1,0,1020839,1,1,1,5000,3000,2000,Func_CompleteStage(10208)
427,精英,14,20,-1,1,0,1030139,1,1,1,5000,3000,2000,Func_CompleteStage(10301)
428,精英,14,20,-1,1,0,1030239,1,1,1,5000,3000,2000,Func_CompleteStage(10302)
429,精英,14,20,-1,1,0,1030339,1,1,1,5000,3000,2000,Func_CompleteStage(10303)
430,精英,14,20,-1,1,0,1030439,1,1,1,5000,3000,2000,Func_CompleteStage(10304)
431,精英,16,20,-1,1,0,1030539,1,1,1,5000,3000,2000,Func_CompleteStage(10305)
432,精英,16,20,-1,1,0,1030639,1,1,1,5000,3000,2000,Func_CompleteStage(10306)
433,精英,16,20,-1,1,0,1030739,1,1,1,5000,3000,2000,Func_CompleteStage(10307)
434,精英,18,20,-1,1,0,1030839,1,1,1,5000,3000,2000,Func_CompleteStage(10308)
435,精英,18,20,-1,1,0,1040139,1,1,1,5000,3000,2000,Func_CompleteStage(10401)
436,精英,18,20,-1,1,0,1040239,1,1,1,5000,3000,2000,Func_CompleteStage(10402)
437,精英,18,20,-1,1,0,1040339,1,1,1,5000,3000,2000,Func_CompleteStage(10403)
438,精英,20,20,-1,1,0,1040439,1,1,1,5000,3000,2000,Func_CompleteStage(10404)
439,精英,20,20,-1,1,0,1040539,1,1,1,5000,3000,2000,Func_CompleteStage(10405)
440,精英,20,20,-1,1,0,1040639,1,1,1,5000,3000,2000,Func_CompleteStage(10406)
441,精英,22,20,-1,1,0,1040739,1,1,1,5000,3000,2000,Func_CompleteStage(10407)
442,精英,22,20,-1,1,0,1040839,1,1,1,5000,3000,2000,Func_CompleteStage(10408)
443,精英,22,20,-1,1,0,1040939,1,1,1,5000,3000,2000,Func_CompleteStage(10409)
444,精英,22,20,-1,1,0,1050139,1,1,1,5000,3000,2000,Func_CompleteStage(10501)
445,精英,22,20,-1,1,0,1050239,1,1,1,5000,3000,2000,Func_CompleteStage(10502)
446,精英,22,20,-1,1,0,1050339,1,1,1,5000,3000,2000,Func_CompleteStage(10503)
447,精英,22,20,-1,1,0,1050439,1,1,1,5000,3000,2000,Func_CompleteStage(10504)
448,精英,24,20,-1,1,0,1050539,1,1,1,5000,3000,2000,Func_CompleteStage(10505)
449,精英,24,20,-1,1,0,1050639,1,1,1,5000,3000,2000,Func_CompleteStage(10506)
450,精英,24,20,-1,1,0,1050739,1,1,1,5000,3000,2000,Func_CompleteStage(10507)
451,精英,24,20,-1,1,0,1050839,1,1,1,5000,3000,2000,Func_CompleteStage(10508)
452,精英,26,20,-1,1,0,1050939,1,1,1,5000,3000,2000,Func_CompleteStage(10509)
453,精英,26,20,-1,1,0,1060139,1,1,1,5000,3000,2000,Func_CompleteStage(10601)
454,精英,26,20,-1,1,0,1060239,1,1,1,5000,3000,2000,Func_CompleteStage(10602)
455,精英,26,20,-1,1,0,1060339,1,1,1,5000,3000,2000,Func_CompleteStage(10603)
456,精英,28,20,-1,1,0,1060439,1,1,1,5000,3000,2000,Func_CompleteStage(10604)
457,精英,28,20,-1,1,0,1060539,1,1,1,5000,3000,2000,Func_CompleteStage(10605)
458,精英,28,20,-1,1,0,1060639,1,1,1,5000,3000,2000,Func_CompleteStage(10606)
459,精英,30,20,-1,1,0,1060739,1,1,1,5000,3000,2000,Func_CompleteStage(10607)
460,精英,30,20,-1,1,0,1060839,1,1,1,5000,3000,2000,Func_CompleteStage(10608)
461,精英,30,20,-1,1,0,1060939,1,1,1,5000,3000,2000,Func_CompleteStage(10609)
462,精英,30,20,-1,1,0,1070139,1,1,1,5000,3000,2000,Func_CompleteStage(10701)
463,精英,30,20,-1,1,0,1070239,1,1,1,5000,3000,2000,Func_CompleteStage(10702)
464,精英,30,20,-1,1,0,1070339,1,1,1,5000,3000,2000,Func_CompleteStage(10703)
465,精英,32,20,-1,1,0,1070439,1,1,1,5000,3000,2000,Func_CompleteStage(10704)
466,精英,32,20,-1,1,0,1070539,1,1,1,5000,3000,2000,Func_CompleteStage(10705)
467,精英,32,20,-1,1,0,1070639,1,1,1,5000,3000,2000,Func_CompleteStage(10706)
468,精英,32,20,-1,1,0,1070739,1,1,1,5000,3000,2000,Func_CompleteStage(10707)
469,精英,32,20,-1,1,0,1070839,1,1,1,5000,3000,2000,Func_CompleteStage(10708)
470,精英,32,20,-1,1,0,1070939,1,1,1,5000,3000,2000,Func_CompleteStage(10709)
471,精英,32,20,-1,1,0,1071039,1,1,1,5000,3000,2000,Func_CompleteStage(10710)
472,精英,34,20,-1,1,0,1080139,1,1,1,5000,3000,2000,Func_CompleteStage(10801)
473,精英,34,20,-1,1,0,1080239,1,1,1,5000,3000,2000,Func_CompleteStage(10802)
474,精英,34,20,-1,1,0,1080339,1,1,1,5000,3000,2000,Func_CompleteStage(10803)
475,精英,34,20,-1,1,0,1080439,1,1,1,5000,3000,2000,Func_CompleteStage(10804)
476,精英,34,20,-1,1,0,1080539,1,1,1,5000,3000,2000,Func_CompleteStage(10805)
477,精英,34,20,-1,1,0,1080639,1,1,1,5000,3000,2000,Func_CompleteStage(10806)
478,精英,36,20,-1,1,0,1080739,1,1,1,5000,3000,2000,Func_CompleteStage(10807)
479,精英,36,20,-1,1,0,1080839,1,1,1,5000,3000,2000,Func_CompleteStage(10808)
480,精英,36,20,-1,1,0,1080939,1,1,1,5000,3000,2000,Func_CompleteStage(10809)
481,精英,36,20,-1,1,0,1081039,1,1,1,5000,3000,2000,Func_CompleteStage(10810)
482,精英,36,20,-1,1,0,1090139,1,1,1,5000,3000,2000,Func_CompleteStage(10901)
483,精英,36,20,-1,1,0,1090239,1,1,1,5000,3000,2000,Func_CompleteStage(10902)
484,精英,36,20,-1,1,0,1090339,1,1,1,5000,3000,2000,Func_CompleteStage(10903)
485,精英,38,20,-1,1,0,1090439,1,1,1,5000,3000,2000,Func_CompleteStage(10904)
486,精英,38,20,-1,1,0,1090539,1,1,1,5000,3000,2000,Func_CompleteStage(10905)
487,精英,38,20,-1,1,0,1090639,1,1,1,5000,3000,2000,Func_CompleteStage(10906)
488,精英,40,20,-1,1,0,1090739,1,1,1,5000,3000,2000,Func_CompleteStage(10907)
489,精英,40,20,-1,1,0,1090839,1,1,1,5000,3000,2000,Func_CompleteStage(10908)
490,精英,40,20,-1,1,0,1090939,1,1,1,5000,3000,2000,Func_CompleteStage(10909)
491,精英,40,20,-1,1,0,1091039,1,1,1,5000,3000,2000,Func_CompleteStage(10910)
492,精英,40,20,-1,1,0,1100139,1,1,1,5000,3000,2000,Func_CompleteStage(11001)
493,精英,40,20,-1,1,0,1100239,1,1,1,5000,3000,2000,Func_CompleteStage(11002)
494,精英,40,20,-1,1,0,1100339,1,1,1,5000,3000,2000,Func_CompleteStage(11003)
495,精英,42,20,-1,1,0,1100439,1,1,1,5000,3000,2000,Func_CompleteStage(11004)
496,精英,42,20,-1,1,0,1100539,1,1,1,5000,3000,2000,Func_CompleteStage(11005)
497,精英,42,20,-1,1,0,1100639,1,1,1,5000,3000,2000,Func_CompleteStage(11006)
498,精英,42,20,-1,1,0,1100739,1,1,1,5000,3000,2000,Func_CompleteStage(11007)
499,精英,42,20,-1,1,0,1100839,1,1,1,5000,3000,2000,Func_CompleteStage(11008)
500,精英,42,20,-1,1,0,1100939,1,1,1,5000,3000,2000,Func_CompleteStage(11009)
501,精英,42,20,-1,1,0,1101039,1,1,1,5000,3000,2000,Func_CompleteStage(11010)
502,精英,44,20,-1,1,0,1110139,1,1,1,5000,3000,2000,Func_CompleteStage(11101)
503,精英,44,20,-1,1,0,1110239,1,1,1,5000,3000,2000,Func_CompleteStage(11102)
504,精英,44,20,-1,1,0,1110339,1,1,1,5000,3000,2000,Func_CompleteStage(11103)
505,精英,44,20,-1,1,0,1110439,1,1,1,5000,3000,2000,Func_CompleteStage(11104)
506,精英,44,20,-1,1,0,1110539,1,1,1,5000,3000,2000,Func_CompleteStage(11105)
507,精英,44,20,-1,1,0,1110639,1,1,1,5000,3000,2000,Func_CompleteStage(11106)
508,精英,46,20,-1,1,0,1110739,1,1,1,5000,3000,2000,Func_CompleteStage(11107)
509,精英,46,20,-1,1,0,1110839,1,1,1,5000,3000,2000,Func_CompleteStage(11108)
510,精英,46,20,-1,1,0,1110939,1,1,1,5000,3000,2000,Func_CompleteStage(11109)
511,精英,46,20,-1,1,0,1120139,1,1,1,5000,3000,2000,Func_CompleteStage(11201)
512,精英,46,20,-1,1,0,1120239,1,1,1,5000,3000,2000,Func_CompleteStage(11202)
513,精英,46,20,-1,1,0,1120339,1,1,1,5000,3000,2000,Func_CompleteStage(11203)
514,精英,48,20,-1,1,0,1120439,1,1,1,5000,3000,2000,Func_CompleteStage(11204)
515,精英,48,20,-1,1,0,1120539,1,1,1,5000,3000,2000,Func_CompleteStage(11205)
516,精英,48,20,-1,1,0,1120639,1,1,1,5000,3000,2000,Func_CompleteStage(11206)
517,精英,50,20,-1,1,0,1120739,1,1,1,5000,3000,2000,Func_CompleteStage(11207)
518,精英,50,20,-1,1,0,1120839,1,1,1,5000,3000,2000,Func_CompleteStage(11208)
519,精英,50,20,-1,1,0,1120939,1,1,1,5000,3000,2000,Func_CompleteStage(11209)
520,精英,50,20,-1,1,0,1121039,1,1,1,5000,3000,2000,Func_CompleteStage(11210)
521,精英,50,20,-1,1,0,1121139,1,1,1,5000,3000,2000,Func_CompleteStage(11211)
522,精英,52,20,-1,1,0,1130139,1,1,1,5000,3000,2000,Func_CompleteStage(11301)
523,精英,52,20,-1,1,0,1130239,1,1,1,5000,3000,2000,Func_CompleteStage(11302)
524,精英,52,20,-1,1,0,1130339,1,1,1,5000,3000,2000,Func_CompleteStage(11303)
525,精英,54,20,-1,1,0,1130439,1,1,1,5000,3000,2000,Func_CompleteStage(11304)
526,精英,54,20,-1,1,0,1130539,1,1,1,5000,3000,2000,Func_CompleteStage(11305)
527,精英,54,20,-1,1,0,1130639,1,1,1,5000,3000,2000,Func_CompleteStage(11306)
528,精英,56,20,-1,1,0,1130739,1,1,1,5000,3000,2000,Func_CompleteStage(11307)
529,精英,56,20,-1,1,0,1130839,1,1,1,5000,3000,2000,Func_CompleteStage(11308)
530,精英,56,20,-1,1,0,1130939,1,1,1,5000,3000,2000,Func_CompleteStage(11309)
531,精英,56,20,-1,1,0,1131039,1,1,1,5000,3000,2000,Func_CompleteStage(11310)
532,精英,56,20,-1,1,0,1131139,1,1,1,5000,3000,2000,Func_CompleteStage(11311)
533,精英,58,20,-1,1,0,1140139,1,1,1,5000,3000,2000,Func_CompleteStage(11401)
534,精英,58,20,-1,1,0,1140239,1,1,1,5000,3000,2000,Func_CompleteStage(11402)
535,精英,58,20,-1,1,0,1140339,1,1,1,5000,3000,2000,Func_CompleteStage(11403)
536,精英,58,20,-1,1,0,1140439,1,1,1,5000,3000,2000,Func_CompleteStage(11404)
537,精英,58,20,-1,1,0,1140539,1,1,1,5000,3000,2000,Func_CompleteStage(11405)
538,精英,58,20,-1,1,0,1140639,1,1,1,5000,3000,2000,Func_CompleteStage(11406)
539,精英,60,20,-1,1,0,1140739,1,1,1,5000,3000,2000,Func_CompleteStage(11407)
540,精英,60,20,-1,1,0,1140839,1,1,1,5000,3000,2000,Func_CompleteStage(11408)
541,精英,60,20,-1,1,0,1140939,1,1,1,5000,3000,2000,Func_CompleteStage(11409)
542,精英,60,20,-1,1,0,1141039,1,1,1,5000,3000,2000,Func_CompleteStage(11410)
543,精英,60,20,-1,1,0,1141139,1,1,1,5000,3000,2000,Func_CompleteStage(11411)
544,精英,62,20,-1,1,0,1150139,1,1,1,5000,3000,2000,Func_CompleteStage(11501)
545,精英,62,20,-1,1,0,1150239,1,1,1,5000,3000,2000,Func_CompleteStage(11502)
546,精英,62,20,-1,1,0,1150339,1,1,1,5000,3000,2000,Func_CompleteStage(11503)
547,精英,62,20,-1,1,0,1150439,1,1,1,5000,3000,2000,Func_CompleteStage(11504)
548,精英,62,20,-1,1,0,1150539,1,1,1,5000,3000,2000,Func_CompleteStage(11505)
549,精英,62,20,-1,1,0,1150639,1,1,1,5000,3000,2000,Func_CompleteStage(11506)
550,精英,64,20,-1,1,0,1150739,1,1,1,5000,3000,2000,Func_CompleteStage(11507)
551,精英,64,20,-1,1,0,1150839,1,1,1,5000,3000,2000,Func_CompleteStage(11508)
552,精英,64,20,-1,1,0,1150939,1,1,1,5000,3000,2000,Func_CompleteStage(11509)
553,精英,64,20,-1,1,0,1151039,1,1,1,5000,3000,2000,Func_CompleteStage(11510)
554,精英,64,20,-1,1,0,1151139,1,1,1,5000,3000,2000,Func_CompleteStage(11511)
555,精英,64,20,-1,1,0,1151239,1,1,1,5000,3000,2000,Func_CompleteStage(11512)
556,精英,66,20,-1,1,0,1160139,1,1,1,5000,3000,2000,Func_CompleteStage(11601)
557,精英,66,20,-1,1,0,1160239,1,1,1,5000,3000,2000,Func_CompleteStage(11602)
558,精英,66,20,-1,1,0,1160339,1,1,1,5000,3000,2000,Func_CompleteStage(11603)
559,精英,66,20,-1,1,0,1160439,1,1,1,5000,3000,2000,Func_CompleteStage(11604)
560,精英,66,20,-1,1,0,1160539,1,1,1,5000,3000,2000,Func_CompleteStage(11605)
561,精英,66,20,-1,1,0,1160639,1,1,1,5000,3000,2000,Func_CompleteStage(11606)
562,精英,68,20,-1,1,0,1160739,1,1,1,5000,3000,2000,Func_CompleteStage(11607)
563,精英,68,20,-1,1,0,1160839,1,1,1,5000,3000,2000,Func_CompleteStage(11608)
564,精英,68,20,-1,1,0,1160939,1,1,1,5000,3000,2000,Func_CompleteStage(11609)
565,精英,68,20,-1,1,0,1161039,1,1,1,5000,3000,2000,Func_CompleteStage(11610)
566,精英,68,20,-1,1,0,1161139,1,1,1,5000,3000,2000,Func_CompleteStage(11611)
567,精英,68,20,-1,1,0,1161239,1,1,1,5000,3000,2000,Func_CompleteStage(11612)
568,精英,70,20,-1,1,0,1170139,1,1,1,5000,3000,2000,Func_CompleteStage(11701)
569,精英,70,20,-1,1,0,1170239,1,1,1,5000,3000,2000,Func_CompleteStage(11702)
570,精英,70,20,-1,1,0,1170339,1,1,1,5000,3000,2000,Func_CompleteStage(11703)
571,精英,70,20,-1,1,0,1170439,1,1,1,5000,3000,2000,Func_CompleteStage(11704)
572,精英,70,20,-1,1,0,1170539,1,1,1,5000,3000,2000,Func_CompleteStage(11705)
573,精英,70,20,-1,1,0,1170639,1,1,1,5000,3000,2000,Func_CompleteStage(11706)
574,精英,70,20,-1,1,0,1170739,1,1,1,5000,3000,2000,Func_CompleteStage(11707)
575,精英,70,20,-1,1,0,1170839,1,1,1,5000,3000,2000,Func_CompleteStage(11708)
576,精英,70,20,-1,1,0,1170939,1,1,1,5000,3000,2000,Func_CompleteStage(11709)
577,精英,70,20,-1,1,0,1171039,1,1,1,5000,3000,2000,Func_CompleteStage(11710)
578,精英,70,20,-1,1,0,1171139,1,1,1,5000,3000,2000,Func_CompleteStage(11711)
579,精英,70,20,-1,1,0,1171239,1,1,1,5000,3000,2000,Func_CompleteStage(11712)
580,精英,72,20,-1,1,0,1180139,1,1,1,5000,3000,2000,Func_CompleteStage(11801)
581,精英,72,20,-1,1,0,1180239,1,1,1,5000,3000,2000,Func_CompleteStage(11802)
582,精英,72,20,-1,1,0,1180339,1,1,1,5000,3000,2000,Func_CompleteStage(11803)
583,精英,72,20,-1,1,0,1180439,1,1,1,5000,3000,2000,Func_CompleteStage(11804)
584,精英,72,20,-1,1,0,1180539,1,1,1,5000,3000,2000,Func_CompleteStage(11805)
585,精英,72,20,-1,1,0,1180639,1,1,1,5000,3000,2000,Func_CompleteStage(11806)
586,精英,72,20,-1,1,0,1180739,1,1,1,5000,3000,2000,Func_CompleteStage(11807)
587,精英,72,20,-1,1,0,1180839,1,1,1,5000,3000,2000,Func_CompleteStage(11808)
588,精英,72,20,-1,1,0,1180939,1,1,1,5000,3000,2000,Func_CompleteStage(11809)
589,精英,72,20,-1,1,0,1181039,1,1,1,5000,3000,2000,Func_CompleteStage(11810)
590,精英,72,20,-1,1,0,1181139,1,1,1,5000,3000,2000,Func_CompleteStage(11811)
591,精英,72,20,-1,1,0,1181239,1,1,1,5000,3000,2000,Func_CompleteStage(11812)
592,精英,74,20,-1,1,0,1190139,1,1,1,5000,3000,2000,Func_CompleteStage(11901)
593,精英,74,20,-1,1,0,1190239,1,1,1,5000,3000,2000,Func_CompleteStage(11902)
594,精英,74,20,-1,1,0,1190339,1,1,1,5000,3000,2000,Func_CompleteStage(11903)
595,精英,74,20,-1,1,0,1190439,1,1,1,5000,3000,2000,Func_CompleteStage(11904)
596,精英,74,20,-1,1,0,1190539,1,1,1,5000,3000,2000,Func_CompleteStage(11905)
597,精英,74,20,-1,1,0,1190639,1,1,1,5000,3000,2000,Func_CompleteStage(11906)
598,精英,74,20,-1,1,0,1190739,1,1,1,5000,3000,2000,Func_CompleteStage(11907)
599,精英,74,20,-1,1,0,1190839,1,1,1,5000,3000,2000,Func_CompleteStage(11908)
600,精英,74,20,-1,1,0,1190939,1,1,1,5000,3000,2000,Func_CompleteStage(11909)
601,精英,74,20,-1,1,0,1191039,1,1,1,5000,3000,2000,Func_CompleteStage(11910)
602,精英,74,20,-1,1,0,1191139,1,1,1,5000,3000,2000,Func_CompleteStage(11911)
603,精英,74,20,-1,1,0,1191239,1,1,1,5000,3000,2000,Func_CompleteStage(11912)
604,精英,76,20,-1,1,0,1200139,1,1,1,5000,3000,2000,Func_CompleteStage(12001)
605,精英,76,20,-1,1,0,1200239,1,1,1,5000,3000,2000,Func_CompleteStage(12002)
606,精英,76,20,-1,1,0,1200339,1,1,1,5000,3000,2000,Func_CompleteStage(12003)
607,精英,76,20,-1,1,0,1200439,1,1,1,5000,3000,2000,Func_CompleteStage(12004)
608,精英,76,20,-1,1,0,1200539,1,1,1,5000,3000,2000,Func_CompleteStage(12005)
609,精英,76,20,-1,1,0,1200639,1,1,1,5000,3000,2000,Func_CompleteStage(12006)
610,精英,76,20,-1,1,0,1200739,1,1,1,5000,3000,2000,Func_CompleteStage(12007)
611,精英,76,20,-1,1,0,1200839,1,1,1,5000,3000,2000,Func_CompleteStage(12008)
612,精英,76,20,-1,1,0,1200939,1,1,1,5000,3000,2000,Func_CompleteStage(12009)
613,精英,76,20,-1,1,0,1201039,1,1,1,5000,3000,2000,Func_CompleteStage(12010)
614,精英,76,20,-1,1,0,1201139,1,1,1,5000,3000,2000,Func_CompleteStage(12011)
615,精英,76,20,-1,1,0,1201239,1,1,1,5000,3000,2000,Func_CompleteStage(12012)
616,强化主角衣服,0,20,30001,3,350,0,1,1,1,5000,3000,2000,Func_EquipIsMax(3)
617,强化主角帽子,0,20,30002,4,350,0,1,1,1,5000,3000,2000,Func_EquipIsMax(2)
618,强化主角武器,0,20,30000,5,600,0,1,1,1,5000,3000,2000,Func_EquipIsMax(1)
619,任意宠物提升1级,0,20,30003,6,500,0,1,1,1,5000,3000,2000,1
620,升级主角技能,0,20,30008,7,300,0,1,1,1,0,0,10000,[Level]>=40
621,竞技场挑战一次,0,20,30004,9,900,0,1,1,1,2000,5000,3000,[Level]>=[pvpLevel]
622,向仇人复仇一次,0,20,30005,10,500,0,1,1,1,2000,3000,5000,Func_HasEnemy()
623,勋章兑奖一次,0,20,30006,11,300,0,1,1,1,6000,3000,1000,1
624,征服点兑奖一次,0,20,30007,12,200,0,1,1,1,6000,3000,1000,[Level]>=[pvpLevel]
625,特殊配置，用于杀怪捉宠的概率,0,20,-1,2,6000,0,1,1,1,3000,3000,4000,1
