"Id
===
Id
===
int-cs","名称
===
Name
===
string-cs","显示名称
===
ShowName
===
string-c","分组Id
===
GroupId
===
int-s","Buff类型(正面，负面)
===
BuffType
===
int-s","死亡消失
===
DissolveOnDied
===
int-s","能否给死人用
===
UseOnDead
===
int-s","优先级
===
Priority
===
int-s","互斥Id
===
Exclusive
===
int-s","最大叠加层数
===
MaxStackLevel
===
int-s","伤害类型
===
DamageType
===
int-s","结算点
===
HitPoiont
===
string-s","触发次数
===
HitCount
===
int-s","效果0.生效次数
===
Impact0.Enable
===
int-s","效果0.触发点
===
Impact0.AffectPoint
===
string-s","效果0.目标属性
===
Impact0.Field
===
string-s","效果0.加法公式
===
Impact0.AddExp
===
string-s","效果0.乘法公式
===
Impact0.MulExp
===
string-s","效果0.覆盖公式
===
Impact0.ResetExp
===
string-s","效果1.生效次数
===
Impact1.Enable
===
int-s","效果1.触发点
===
Impact1.AffectPoint
===
string-s","效果1.目标属性
===
Impact1.Field
===
string-s","效果1.加法公式
===
Impact1.AddExp
===
string-s","效果1.乘法公式
===
Impact1.MulExp
===
string-s","效果1.覆盖公式
===
Impact1.ResetExp
===
string-s","效果2.生效次数
===
Impact2.Enable
===
int-s","效果2.触发点
===
Impact2.AffectPoint
===
string-s","效果2.目标属性
===
Impact2.Field
===
string-s","效果2.加法公式
===
Impact2.AddExp
===
string-s","效果2.乘法公式
===
Impact2.MulExp
===
string-s","效果2.覆盖公式
===
Impact2.ResetExp
===
string-s","效果3.生效次数
===
Impact3.Enable
===
int-s","效果3.触发点
===
Impact3.AffectPoint
===
string-s","效果3.目标属性
===
Impact3.Field
===
string-s","效果3.加法公式
===
Impact3.AddExp
===
string-s","效果3.乘法公式
===
Impact3.MulExp
===
string-s","效果3.覆盖公式
===
Impact3.ResetExp
===
string-s","能否修改攻击目标
===
CanModifyTarget
===
string-s","能否使用技能
===
CanUseSkill
===
string-s","能否成为目标
===
CanTarget
===
string-s","能否成为子弹的目标
===
CanHitByBullet
===
string-s","能否被上Buff
===
CanAddBuff
===
string-s","能否被修改属性
===
CanModifyAttr
===
string-s","特效ID
===
EffectID
===
int-c","特效出现方式
===
ShowType
===
int-c","特殊特效
===
SpecEffect
===
int-c","特殊状态
===
AniState
===
int-c","效果0.目标属性
===
ImpactForClient0.Field
===
string-cs","效果0.加法公式
===
ImpactForClient0.AddExp
===
string-cs","效果1.目标属性
===
ImpactForClient1.Field
===
string-cs","效果1.加法公式
===
ImpactForClient1.AddExp
===
string-cs","效果2.目标属性
===
ImpactForClient2.Field
===
string-cs","效果2.加法公式
===
ImpactForClient2.AddExp
===
string-cs","效果3.目标属性
===
ImpactForClient3.Field
===
string-cs","效果3.加法公式
===
ImpactForClient3.AddExp
===
string-cs"
94936,幻色仙衣36,幻色仙衣36,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,MaxHp,5004.57,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,MaxHp,5004.57,,,,,,
94937,幻色仙衣37,幻色仙衣37,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,MaxHp,5161.92,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,MaxHp,5161.92,,,,,,
94938,幻色仙衣38,幻色仙衣38,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,MaxHp,5319.27,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,MaxHp,5319.27,,,,,,
94939,幻色仙衣39,幻色仙衣39,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,MaxHp,5476.62,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,MaxHp,5476.62,,,,,,
94940,幻色仙衣40,幻色仙衣40,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,MaxHp,5681.18,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,MaxHp,5681.18,,,,,,
94941,幻色仙衣41,幻色仙衣41,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,MaxHp,5885.74,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,MaxHp,5885.74,,,,,,
94942,幻色仙衣42,幻色仙衣42,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,MaxHp,6090.3,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,MaxHp,6090.3,,,,,,
94943,幻色仙衣43,幻色仙衣43,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,MaxHp,6294.86,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,MaxHp,6294.86,,,,,,
94944,幻色仙衣44,幻色仙衣44,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,MaxHp,6499.42,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,MaxHp,6499.42,,,,,,
94945,幻色仙衣45,幻色仙衣45,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,MaxHp,6703.98,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,MaxHp,6703.98,,,,,,
94946,幻色仙衣46,幻色仙衣46,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,MaxHp,6908.54,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,MaxHp,6908.54,,,,,,
94947,幻色仙衣47,幻色仙衣47,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,MaxHp,7113.1,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,MaxHp,7113.1,,,,,,
94948,幻色仙衣48,幻色仙衣48,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,MaxHp,7317.66,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,MaxHp,7317.66,,,,,,
94949,幻色仙衣49,幻色仙衣49,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,MaxHp,7522.22,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,MaxHp,7522.22,,,,,,
94950,幻色仙衣50,幻色仙衣50,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,MaxHp,7750.38,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,MaxHp,7750.38,,,,,,
94951,幻色仙衣51,幻色仙衣51,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,MaxHp,7978.54,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,MaxHp,7978.54,,,,,,
94952,幻色仙衣52,幻色仙衣52,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,MaxHp,8206.7,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,MaxHp,8206.7,,,,,,
94953,幻色仙衣53,幻色仙衣53,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,MaxHp,8434.86,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,MaxHp,8434.86,,,,,,
94954,幻色仙衣54,幻色仙衣54,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,MaxHp,8663.02,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,MaxHp,8663.02,,,,,,
94955,幻色仙衣55,幻色仙衣55,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,MaxHp,8891.18,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,MaxHp,8891.18,,,,,,
94956,幻色仙衣56,幻色仙衣56,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,MaxHp,9119.34,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,MaxHp,9119.34,,,,,,
94957,幻色仙衣57,幻色仙衣57,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,MaxHp,9347.5,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,MaxHp,9347.5,,,,,,
94958,幻色仙衣58,幻色仙衣58,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,MaxHp,9575.66,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,MaxHp,9575.66,,,,,,
94959,幻色仙衣59,幻色仙衣59,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,MaxHp,9803.82,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,MaxHp,9803.82,,,,,,
94960,幻色仙衣60,幻色仙衣60,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,MaxHp,0,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,MaxHp,0,,,,,,
94961,幻色仙衣61,幻色仙衣61,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,MaxHp,0,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,MaxHp,0,,,,,,
94962,幻色仙衣62,幻色仙衣62,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,MaxHp,0,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,MaxHp,0,,,,,,
94963,幻色仙衣63,幻色仙衣63,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,MaxHp,0,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,MaxHp,0,,,,,,
94964,幻色仙衣64,幻色仙衣64,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,MaxHp,0,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,MaxHp,0,,,,,,
94965,幻色仙衣65,幻色仙衣65,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,MaxHp,0,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,MaxHp,0,,,,,,
94966,幻色仙衣66,幻色仙衣66,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,MaxHp,0,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,MaxHp,0,,,,,,
94967,幻色仙衣67,幻色仙衣67,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,MaxHp,0,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,MaxHp,0,,,,,,
94968,幻色仙衣68,幻色仙衣68,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,MaxHp,0,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,MaxHp,0,,,,,,
94969,幻色仙衣69,幻色仙衣69,900,1,0,0,1,-1,1,1,RoundEnd,999,999,BuffAdded,MaxHp,0,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,MaxHp,0,,,,,,
100,婚姻祝福,婚姻祝福,0,999,0,0,1,-1,1,0,RoundEnd,999,999,BuffAdded,MaxHp,0,1.02,1,999,BuffAdded,MgkAttack,0,1.02,1,999,BuffAdded,PhyAttack,0,1.02,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,-1,0,,,,,,,,
101,婚姻祝福,婚姻祝福,0,999,0,0,1,-1,1,0,RoundEnd,999,999,BuffAdded,MaxHp,0,1.04,1,999,BuffAdded,MgkAttack,0,1.04,1,999,BuffAdded,PhyAttack,0,1.04,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,-1,0,,,,,,,,
102,婚姻祝福,婚姻祝福,0,999,0,0,1,-1,1,0,RoundEnd,999,999,BuffAdded,MaxHp,0,1.06,1,999,BuffAdded,MgkAttack,0,1.06,1,999,BuffAdded,PhyAttack,0,1.06,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,-1,0,,,,,,,,
111,,,0,999,0,0,1,-1,1,0,RoundEnd,999,999,BuffAdded,MaxHp,0,0.5,1,-1,BuffAdded,MgkAttack,0,0,1,-1,BuffAdded,PhyAttack,0,0,0,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,-1,0,,,,,,,,
112,,,0,999,0,0,1,-1,1,0,RoundEnd,999,-1,BuffAdded,MaxHp,0,0,1,999,BuffAdded,MgkAttack,0,0.5,1,999,BuffAdded,PhyAttack,0,0.5,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,-1,0,,,,,,,,
113,,,0,999,0,0,1,-1,1,0,RoundEnd,999,-1,BuffAdded,MaxHp,0,0,1,-1,BuffAdded,MgkAttack,0,0,1,999,BuffAdded,PhyAttack,0,0.5,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,-1,0,,,,,,,,
114,,,0,999,0,0,1,-1,1,0,RoundEnd,999,-1,BuffAdded,MaxHp,0,0,1,999,BuffAdded,MgkAttack,0,0.5,1,-1,BuffAdded,PhyAttack,0,1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,-1,0,,,,,,,,
201,鼓舞士气+1,鼓舞士气+1,0,999,0,0,1,-1,1,0,RoundEnd,999,-1,BuffAdded,MaxHp,0,1.02,1,999,BuffAdded,MgkAttack,0,1.1,1,999,BuffAdded,PhyAttack,0,1.1,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,-1,0,,,,,,,,
202,鼓舞士气+2,鼓舞士气+2,0,999,0,0,1,-1,1,0,RoundEnd,999,-1,BuffAdded,MaxHp,0,1.02,1,999,BuffAdded,MgkAttack,0,1.2,1,999,BuffAdded,PhyAttack,0,1.2,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,-1,0,,,,,,,,
203,鼓舞士气+3,鼓舞士气+3,0,999,0,0,1,-1,1,0,RoundEnd,999,-1,BuffAdded,MaxHp,0,1.02,1,999,BuffAdded,MgkAttack,0,1.3,1,999,BuffAdded,PhyAttack,0,1.3,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,-1,0,,,,,,,,
204,鼓舞士气+4,鼓舞士气+4,0,999,0,0,1,-1,1,0,RoundEnd,999,-1,BuffAdded,MaxHp,0,1.02,1,999,BuffAdded,MgkAttack,0,1.4,1,999,BuffAdded,PhyAttack,0,1.4,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,-1,0,,,,,,,,
205,鼓舞士气+5,鼓舞士气+5,0,999,0,0,1,-1,1,0,RoundEnd,999,-1,BuffAdded,MaxHp,0,1.02,1,999,BuffAdded,MgkAttack,0,1.5,1,999,BuffAdded,PhyAttack,0,1.5,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,-1,0,,,,,,,,
206,鼓舞士气+6,鼓舞士气+6,0,999,0,0,1,-1,1,0,RoundEnd,999,-1,BuffAdded,MaxHp,0,1.02,1,999,BuffAdded,MgkAttack,0,1.6,1,999,BuffAdded,PhyAttack,0,1.6,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,-1,0,,,,,,,,
207,鼓舞士气+7,鼓舞士气+7,0,999,0,0,1,-1,1,0,RoundEnd,999,-1,BuffAdded,MaxHp,0,1.02,1,999,BuffAdded,MgkAttack,0,1.7,1,999,BuffAdded,PhyAttack,0,1.7,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,-1,0,,,,,,,,
208,鼓舞士气+8,鼓舞士气+8,0,999,0,0,1,-1,1,0,RoundEnd,999,-1,BuffAdded,MaxHp,0,1.02,1,999,BuffAdded,MgkAttack,0,1.8,1,999,BuffAdded,PhyAttack,0,1.8,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,-1,0,,,,,,,,
209,鼓舞士气+9,鼓舞士气+9,0,999,0,0,1,-1,1,0,RoundEnd,999,-1,BuffAdded,MaxHp,0,1.02,1,999,BuffAdded,MgkAttack,0,1.9,1,999,BuffAdded,PhyAttack,0,1.9,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,-1,0,,,,,,,,
210,鼓舞士气+10,鼓舞士气+10,0,999,0,0,1,-1,1,0,RoundEnd,999,-1,BuffAdded,MaxHp,0,1.02,1,999,BuffAdded,MgkAttack,0,2,1,999,BuffAdded,PhyAttack,0,2,1,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,-1,0,,,,,,,,
100161,人族普通攻击,人族普通攻击,110,111,1,0,1,-1,1,1,RoundEnd,1,1,BuffAdded,Hp,[Caster.PhyAttack]*1*([Target.PhyDefence]/([Target.PhyDefence]+[Caster.Level]*42.5+200)-1),1,1,-1,BuffAdded,0,0,0,0,-1,BuffAdded,0,0,0,0,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,-1,0,,,,,,,,
101161,强攻,强攻,110,111,1,0,1,-1,1,1,RoundEnd,1,1,BuffAdded,Hp,[Caster.PhyAttack]*1.7*([Target.PhyDefence]/([Target.PhyDefence]+[Caster.Level]*42.5+200)-1),1,1,-1,BuffAdded,0,0,0,0,-1,BuffAdded,0,0,0,0,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,-1,0,,,,,,,,
101261,强攻,强攻,110,111,1,0,1,-1,1,1,RoundEnd,1,1,BuffAdded,Hp,[Caster.PhyAttack]*1.88*([Target.PhyDefence]/([Target.PhyDefence]+[Caster.Level]*42.5+200)-1),1,1,-1,BuffAdded,0,0,0,0,-1,BuffAdded,0,0,0,0,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,-1,0,,,,,,,,
101361,强攻,强攻,110,111,1,0,1,-1,1,1,RoundEnd,1,1,BuffAdded,Hp,[Caster.PhyAttack]*2.06*([Target.PhyDefence]/([Target.PhyDefence]+[Caster.Level]*42.5+200)-1),1,1,-1,BuffAdded,0,0,0,0,-1,BuffAdded,0,0,0,0,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,-1,0,,,,,,,,
101461,强攻,强攻,110,111,1,0,1,-1,1,1,RoundEnd,1,1,BuffAdded,Hp,[Caster.PhyAttack]*2.24*([Target.PhyDefence]/([Target.PhyDefence]+[Caster.Level]*42.5+200)-1),1,1,-1,BuffAdded,0,0,0,0,-1,BuffAdded,0,0,0,0,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,-1,0,,,,,,,,
101561,强攻,强攻,110,111,1,0,1,-1,1,1,RoundEnd,1,1,BuffAdded,Hp,[Caster.PhyAttack]*2.42*([Target.PhyDefence]/([Target.PhyDefence]+[Caster.Level]*42.5+200)-1),1,1,-1,BuffAdded,0,0,0,0,-1,BuffAdded,0,0,0,0,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,-1,0,,,,,,,,
102161,割裂,割裂,110,111,1,0,1,-1,10,1,RoundEnd,1,1,BuffAdded,Hp,[Caster.PhyAttack]*1*([Target.PhyDefence]/([Target.PhyDefence]+[Caster.Level]*42.5+200)-1),1,1,1,BuffAdded,Buff,"AddBuff(11,1,700111)",1,1,-1,BuffAdded,0,0,0,0,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,-1,0,,,,,,,,
102261,割裂,割裂,110,111,1,0,1,-1,10,1,RoundEnd,1,1,BuffAdded,Hp,[Caster.PhyAttack]*1.16*([Target.PhyDefence]/([Target.PhyDefence]+[Caster.Level]*42.5+200)-1),1,1,1,BuffAdded,Buff,"AddBuff(11,1,700112)",1,1,-1,BuffAdded,0,0,0,0,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,-1,0,,,,,,,,
102361,割裂,割裂,110,111,1,0,1,-1,10,1,RoundEnd,1,1,BuffAdded,Hp,[Caster.PhyAttack]*1.32*([Target.PhyDefence]/([Target.PhyDefence]+[Caster.Level]*42.5+200)-1),1,1,1,BuffAdded,Buff,"AddBuff(11,1,700113)",1,1,-1,BuffAdded,0,0,0,0,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,-1,0,,,,,,,,
102461,割裂,割裂,110,111,1,0,1,-1,10,1,RoundEnd,1,1,BuffAdded,Hp,[Caster.PhyAttack]*1.48*([Target.PhyDefence]/([Target.PhyDefence]+[Caster.Level]*42.5+200)-1),1,1,1,BuffAdded,Buff,"AddBuff(11,1,700114)",1,1,-1,BuffAdded,0,0,0,0,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,-1,0,,,,,,,,
102561,割裂,割裂,110,111,1,0,1,-1,10,1,RoundEnd,1,1,BuffAdded,Hp,[Caster.PhyAttack]*1.64*([Target.PhyDefence]/([Target.PhyDefence]+[Caster.Level]*42.5+200)-1),1,1,1,BuffAdded,Buff,"AddBuff(11,1,700115)",1,1,-1,BuffAdded,0,0,0,0,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,-1,0,,,,,,,,
103161,穿刺,穿刺,110,111,1,0,1,-1,1,1,RoundEnd,1,1,BuffAdded,Hp,[Caster.PhyAttack]*1.05*([Target.PhyDefence]/([Target.PhyDefence]+[Caster.Level]*42.5+200)-1),1,1,-1,BuffAdded,0,0,0,0,-1,BuffAdded,0,0,0,0,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,-1,0,,,,,,,,
103261,穿刺,穿刺,110,111,1,0,1,-1,1,1,RoundEnd,1,1,BuffAdded,Hp,[Caster.PhyAttack]*1.25*([Target.PhyDefence]/([Target.PhyDefence]+[Caster.Level]*42.5+200)-1),1,1,-1,BuffAdded,0,0,0,0,-1,BuffAdded,0,0,0,0,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,-1,0,,,,,,,,
103361,穿刺,穿刺,110,111,1,0,1,-1,1,1,RoundEnd,1,1,BuffAdded,Hp,[Caster.PhyAttack]*1.45*([Target.PhyDefence]/([Target.PhyDefence]+[Caster.Level]*42.5+200)-1),1,1,-1,BuffAdded,0,0,0,0,-1,BuffAdded,0,0,0,0,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,-1,0,,,,,,,,
103461,穿刺,穿刺,110,111,1,0,1,-1,1,1,RoundEnd,1,1,BuffAdded,Hp,[Caster.PhyAttack]*1.65*([Target.PhyDefence]/([Target.PhyDefence]+[Caster.Level]*42.5+200)-1),1,1,-1,BuffAdded,0,0,0,0,-1,BuffAdded,0,0,0,0,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,-1,0,,,,,,,,
103561,穿刺,穿刺,110,111,1,0,1,-1,1,1,RoundEnd,1,1,BuffAdded,Hp,[Caster.PhyAttack]*1.85*([Target.PhyDefence]/([Target.PhyDefence]+[Caster.Level]*42.5+200)-1),1,1,-1,BuffAdded,0,0,0,0,-1,BuffAdded,0,0,0,0,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,-1,0,,,,,,,,
104161,双龙闪,双龙闪,110,111,1,0,1,-1,1,1,RoundEnd,1,1,BuffAdded,Hp,[Caster.PhyAttack]*2*([Target.PhyDefence]/([Target.PhyDefence]+[Caster.Level]*42.5+200)-1),1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,0,0,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,-1,0,,,,,,,,
104261,双龙闪,双龙闪,110,111,1,0,1,-1,1,1,RoundEnd,1,1,BuffAdded,Hp,[Caster.PhyAttack]*2.2*([Target.PhyDefence]/([Target.PhyDefence]+[Caster.Level]*42.5+200)-1),1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,0,0,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,-1,0,,,,,,,,
104361,双龙闪,双龙闪,110,111,1,0,1,-1,1,1,RoundEnd,1,1,BuffAdded,Hp,[Caster.PhyAttack]*2.4*([Target.PhyDefence]/([Target.PhyDefence]+[Caster.Level]*42.5+200)-1),1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,0,0,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,-1,0,,,,,,,,
104461,双龙闪,双龙闪,110,111,1,0,1,-1,1,1,RoundEnd,1,1,BuffAdded,Hp,[Caster.PhyAttack]*2.6*([Target.PhyDefence]/([Target.PhyDefence]+[Caster.Level]*42.5+200)-1),1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,0,0,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,-1,0,,,,,,,,
104561,双龙闪,双龙闪,110,111,1,0,1,-1,1,1,RoundEnd,1,1,BuffAdded,Hp,[Caster.PhyAttack]*2.8*([Target.PhyDefence]/([Target.PhyDefence]+[Caster.Level]*42.5+200)-1),1,1,-1,BuffAdded,0,0,1,1,-1,BuffAdded,0,0,0,0,-1,BuffAdded,0,0,0,0,0,1,1,1,1,1,-1,0,-1,0,,,,,,,,
