"Id
===
Id
===
int-cs","√˚≥∆
===
Name
===
string-cs","–Ë“™–«º∂
===
NeedStarLevel
===
int-cs","–«º∂≈‰÷√0.ŒÔ∆∑Id
===
StarConfig0.Id
===
int-cs","–«º∂≈‰÷√0.–Ë“™µ»º∂
===
StarConfig0.NeedLevel
===
int-cs","–«º∂≈‰÷√1.ŒÔ∆∑Id
===
StarConfig1.Id
===
int-cs","–«º∂≈‰÷√1.–Ë“™µ»º∂
===
StarConfig1.NeedLevel
===
int-cs","–«º∂≈‰÷√2.ŒÔ∆∑Id
===
StarConfig2.Id
===
int-cs","–«º∂≈‰÷√2.–Ë“™µ»º∂
===
StarConfig2.NeedLevel
===
int-cs","–«º∂≈‰÷√3.ŒÔ∆∑Id
===
StarConfig3.Id
===
int-cs","–«º∂≈‰÷√3.–Ë“™µ»º∂
===
StarConfig3.NeedLevel
===
int-cs","–«º∂≈‰÷√4.ŒÔ∆∑Id
===
StarConfig4.Id
===
int-cs","–«º∂≈‰÷√4.–Ë“™µ»º∂
===
StarConfig4.NeedLevel
===
int-cs","–«º∂≈‰÷√5.ŒÔ∆∑Id
===
StarConfig5.Id
===
int-cs","–«º∂≈‰÷√5.–Ë“™µ»º∂
===
StarConfig5.NeedLevel
===
int-cs"," Ù–‘≥…≥§0
===
AttrGrowUp0
===
float-cs"," Ù–‘≥…≥§1
===
AttrGrowUp1
===
float-cs"," Ù–‘≥…≥§2
===
AttrGrowUp2
===
float-cs"," Ù–‘≥…≥§3
===
AttrGrowUp3
===
float-cs"," Ù–‘≥…≥§4
===
AttrGrowUp4
===
float-cs"," Ù–‘≥…≥§5
===
AttrGrowUp5
===
float-cs"," Ù–‘≥…≥§6
===
AttrGrowUp6
===
float-cs"," Ù–‘≥…≥§7
===
AttrGrowUp7
===
float-cs"," Ù–‘≥…≥§8
===
AttrGrowUp8
===
float-cs"," Ù–‘≥…≥§9
===
AttrGrowUp9
===
float-cs"," Ù–‘≥…≥§10
===
AttrGrowUp10
===
float-cs"," Ù–‘≥…≥§11
===
AttrGrowUp11
===
float-cs"," Ù–‘≥…≥§12
===
AttrGrowUp12
===
float-cs"," Ù–‘≥…≥§13
===
AttrGrowUp13
===
float-cs"," Ù–‘≥…≥§14
===
AttrGrowUp14
===
float-cs"," Ù–‘≥…≥§15
===
AttrGrowUp15
===
float-cs"," Ù–‘≥…≥§16
===
AttrGrowUp16
===
float-cs"," Ù–‘≥…≥§17
===
AttrGrowUp17
===
float-cs"," Ù–‘≥…≥§18
===
AttrGrowUp18
===
float-cs"," Ù–‘≥…≥§19
===
AttrGrowUp19
===
float-cs"," Ù–‘≥…≥§20
===
AttrGrowUp20
===
float-cs"," Ù–‘≥…≥§21
===
AttrGrowUp21
===
float-cs"," Ù–‘≥…≥§22
===
AttrGrowUp22
===
float-cs"," Ù–‘≥…≥§23
===
AttrGrowUp23
===
float-cs"," Ù–‘≥…≥§24
===
AttrGrowUp24
===
float-cs"," Ù–‘≥…≥§25
===
AttrGrowUp25
===
float-cs"," Ù–‘≥…≥§26
===
AttrGrowUp26
===
float-cs"," Ù–‘≥…≥§27
===
AttrGrowUp27
===
float-cs"," Ù–‘≥…≥§28
===
AttrGrowUp28
===
float-cs"," Ù–‘≥…≥§29
===
AttrGrowUp29
===
float-cs"," Ù–‘≥…≥§30
===
AttrGrowUp30
===
float-cs"," Ù–‘≥…≥§31
===
AttrGrowUp31
===
float-cs"
1020307,7-8–«,7,80053,44,80043,46,80045,44,80043,46,80061,60,80069,64,2472,503,20546,0,255,0,0,0,450,0,0,0,2337,1558,0,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020308,8-9–«,8,80043,46,80041,40,80073,64,80064,68,80062,64,80073,64,2319,903,21736,0,796,0,0,0,291,0,0,0,3785,3006,0,2379,1162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020309,9-10–«,9,80073,64,80077,64,80064,68,80065,64,80062,64,80069,64,824,5040,40365,0,0,0,0,0,1104,0,0,0,2282,779,3028,5335,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Œ‰‘ÚÃÏ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020400,0-1–«,0,80007,14,80007,14,80004,16,80003,14,80003,14,80007,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020401,1-2–«,1,80015,14,80003,14,80007,14,80004,16,80007,14,80001,8,642,0,0,0,0,0,123,0,0,0,0,0,173,0,182,364,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020402,2-3–«,2,80004,16,80002,12,80019,14,80019,14,80039,29,80031,29,642,216,0,0,0,0,82,0,0,0,66,0,173,173,182,182,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020403,3-4–«,3,80001,8,80011,14,80023,29,80039,29,80022,27,80031,29,0,216,10332,0,0,0,121,0,0,0,291,0,173,419,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020404,4-5–«,4,80035,29,80023,29,80021,23,80031,29,80024,31,80027,29,214,503,9678,0,0,0,162,0,0,0,159,0,0,765,0,433,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020405,5-6–«,5,80022,27,80039,29,80023,29,80039,29,80059,46,80059,46,950,503,0,0,0,0,242,0,0,0,159,0,419,838,433,433,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020406,6-7–«,6,80021,23,80023,29,80044,48,80059,46,80055,46,80051,46,0,503,36253,0,0,0,0,0,0,0,900,0,0,0,0,2019,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020407,7-8–«,7,80044,48,80044,48,80043,46,80044,48,80071,66,80075,66,475,903,10868,0,0,0,255,0,0,0,582,0,1558,1198,793,2812,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020408,8-9–«,8,80044,48,80041,40,80062,64,80063,66,80064,68,80079,66,0,1680,10868,0,0,0,541,0,0,0,552,0,3840,1503,2379,4686,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020409,9-10–«,9,80064,68,80075,66,80062,64,80064,68,80075,66,80063,66,824,1680,88491,0,0,0,0,0,0,0,552,0,3061,779,3821,5335,1124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#ª˜Ë˜Î,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300000,0-1–«,0,80001,8,80019,14,80003,14,80019,14,80004,16,80011,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300001,1-2–«,1,80004,16,80015,14,80003,14,80015,14,80001,8,80002,12,214,0,3662,0,0,0,41,0,0,0,132,0,173,346,182,182,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300002,2-3–«,2,80002,12,80003,14,80019,14,80011,14,80039,29,80022,27,214,648,1831,0,0,0,0,0,0,0,132,0,173,173,182,182,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300003,3-4–«,3,80002,12,80011,14,80024,31,80022,27,80022,27,80039,29,0,719,13340,0,0,0,41,0,0,0,225,0,0,173,0,182,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300004,4-5–«,4,80023,29,80024,31,80027,29,80024,31,80024,31,80039,29,0,1222,16348,0,0,0,41,0,0,0,159,0,419,173,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300005,5-6–«,5,80031,29,80035,29,80022,27,80039,29,80055,46,80041,40,475,0,4839,0,0,0,121,0,0,0,159,0,1257,0,1299,433,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300006,6-7–«,6,80022,27,80031,29,80047,46,80059,46,80041,40,80043,46,824,1909,9678,0,0,0,121,0,0,0,609,0,779,1198,0,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300007,7-8–«,7,80047,46,80051,46,80043,46,80043,46,80079,66,80075,66,1648,503,26575,0,0,0,376,0,0,0,291,0,1558,1198,0,1586,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300008,8-9–«,8,80059,46,80055,46,80071,66,80061,60,80063,66,80079,66,824,1680,51233,0,0,0,510,0,0,0,1104,0,1558,779,0,4614,1162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300009,9-10–«,9,80071,66,80062,64,80062,64,80071,66,80075,66,80079,66,1495,903,69862,0,0,0,541,0,0,0,1134,0,3006,3006,0,4614,1124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#ÀÆ˜Ë˜Î,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300100,0-1–«,0,80001,8,80010,13,80002,12,80003,14,80014,13,80014,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300101,1-2–«,1,80014,13,80018,13,80001,8,80010,13,80001,8,80004,16,214,648,1831,0,0,41,0,0,0,132,0,0,0,346,0,182,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300102,2-3–«,2,80018,13,80003,14,80003,14,80018,13,80026,28,80023,29,428,216,1831,0,0,41,0,0,0,132,0,0,173,519,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300103,3-4–«,3,80001,8,80014,13,80023,29,80023,29,80022,27,80023,29,475,0,3662,0,0,121,0,0,0,132,0,0,0,0,0,797,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300104,4-5–«,4,80026,28,80021,23,80023,29,80023,29,80034,28,80038,28,214,719,4839,0,0,0,0,0,0,66,0,0,0,173,0,1299,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300105,5-6–«,5,80023,29,80038,28,80024,31,80022,27,80043,46,80054,45,950,503,4839,0,0,121,0,0,0,318,0,0,0,419,0,866,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300106,6-7–«,6,80034,28,80038,28,80044,48,80041,40,80044,48,80044,48,0,1406,20546,0,0,0,0,0,0,450,0,0,419,0,433,2019,885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300107,7-8–«,7,80044,48,80042,44,80042,44,80054,45,80064,68,80064,68,824,503,4839,0,0,0,0,0,0,318,0,0,3116,779,2379,2379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300108,8-9–«,8,80042,44,80042,44,80078,65,80078,65,80061,60,80063,66,0,2709,21736,0,0,0,0,0,0,291,0,0,3785,0,5407,4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300109,9-10–«,9,80061,60,80062,64,80064,68,80063,66,80070,65,80063,66,1495,1806,110227,0,0,0,0,0,0,1104,0,0,1503,1503,1586,4542,1124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#ƒ´˜Ë˜Î,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300200,0-1–«,0,80001,8,80004,16,80002,12,80017,12,80017,12,80005,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300201,1-2–«,1,80004,16,80003,14,80001,8,80005,12,80017,12,80017,12,428,216,5493,0,41,0,0,0,132,0,0,0,173,173,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300202,2-3–«,2,80009,12,80009,12,80005,12,80004,16,80024,31,80023,29,428,0,3662,0,41,0,0,0,132,0,0,0,173,173,182,182,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300203,3-4–«,3,80017,12,80009,12,80033,27,80029,27,80022,27,80021,23,214,0,0,0,123,0,0,0,0,0,0,0,592,346,615,433,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300204,4-5–«,4,80021,23,80033,27,80022,27,80021,23,80024,31,80025,27,475,1006,6670,0,162,0,0,0,225,0,0,0,0,1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300205,5-6–«,5,80025,27,80023,29,80033,27,80024,31,80049,44,80045,44,1425,1006,4839,0,121,0,0,0,159,0,0,0,419,838,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300206,6-7–«,6,80021,23,80023,29,80043,46,80049,44,80044,48,80053,44,1299,503,0,0,631,0,0,0,159,0,0,0,1977,779,433,433,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300207,7-8–«,7,80043,46,80042,44,80042,44,80043,46,80073,64,80061,60,475,903,10868,0,255,0,0,0,291,0,0,0,1558,1198,793,2812,885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300208,8-9–«,8,80049,44,80041,40,80062,64,80062,64,80065,64,80065,64,1495,3486,43472,0,0,0,0,0,552,0,0,0,1503,1503,1586,3100,1162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300209,9-10–«,9,80065,64,80062,64,80061,60,80063,66,80077,64,80065,64,3814,3360,58994,0,1337,0,0,0,0,0,0,0,4564,1558,3028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
