"Id
===
Id
===
int-cs","名称
===
Name
===
string-cs","物品类型
===
Type
===
int-cs","品质
===
Quality
===
int-cs","展示ID(ShowTable)
===
ShowID
===
int-c","掉落时展示ID(ShowTable)
===
DropShowID
===
int-c","道具描述
===
GameItemDesc
===
string-cs","买入价格
===
BuyingRate
===
int-cs","卖出价格
===
SellingRate
===
int-cs","出售提示
===
SellWarn
===
int-c","可销毁
===
CanDelete
===
int-cs","堆叠上限
===
StackDepth
===
int-cs","经验(装备所需)
===
Exp
===
int-cs","等级需求
===
RequiredLevel
===
int-cs","使用规则
===
UseRules
===
int-cs","作用时间
===
ActionTime
===
int-cs","道具作用id
===
ActionId
===
int-cs","道具参数配置0.参数
===
ItemConfig0.Effect
===
int-cs","道具参数配置0.说明
===
ItemConfig0.Explain
===
string-cs","道具参数配置1.参数
===
ItemConfig1.Effect
===
int-cs","道具参数配置1.说明
===
ItemConfig1.Explain
===
string-cs","道具参数配置2.参数
===
ItemConfig2.Effect
===
int-cs","道具参数配置2.说明
===
ItemConfig2.Explain
===
string-cs","道具参数配置3.参数
===
ItemConfig3.Effect
===
int-cs","道具参数配置3.说明
===
ItemConfig3.Explain
===
string-cs","道具参数配置4.参数
===
ItemConfig4.Effect
===
int-cs","道具参数配置4.说明
===
ItemConfig4.Explain
===
string-cs","道具参数配置5.参数
===
ItemConfig5.Effect
===
int-cs","道具参数配置5.说明
===
ItemConfig5.Explain
===
string-cs","道具参数配置6.参数
===
ItemConfig6.Effect
===
int-cs","道具参数配置6.说明
===
ItemConfig6.Explain
===
string-cs","道具参数配置7.参数
===
ItemConfig7.Effect
===
int-cs","道具参数配置7.说明
===
ItemConfig7.Explain
===
string-cs","道具参数配置8.参数
===
ItemConfig8.Effect
===
int-cs","道具参数配置8.说明
===
ItemConfig8.Explain
===
string-cs","道具参数配置9.参数
===
ItemConfig9.Effect
===
int-cs","道具参数配置9.说明
===
ItemConfig9.Explain
===
string-cs","道具参数配置10.参数
===
ItemConfig10.Effect
===
int-cs","道具参数配置10.说明
===
ItemConfig10.Explain
===
string-cs","道具参数配置11.参数
===
ItemConfig11.Effect
===
int-cs","道具参数配置11.说明
===
ItemConfig11.Explain
===
string-cs","道具参数配置12.参数
===
ItemConfig12.Effect
===
int-cs","道具参数配置12.说明
===
ItemConfig12.Explain
===
string-cs","道具参数配置13.参数
===
ItemConfig13.Effect
===
int-cs","道具参数配置13.说明
===
ItemConfig13.Explain
===
string-cs","道具参数配置14.参数
===
ItemConfig14.Effect
===
int-cs","道具参数配置14.说明
===
ItemConfig14.Explain
===
string-cs","道具参数配置15.参数
===
ItemConfig15.Effect
===
int-cs","道具参数配置15.说明
===
ItemConfig15.Explain
===
string-cs","道具参数配置16.参数
===
ItemConfig16.Effect
===
int-cs","道具参数配置16.说明
===
ItemConfig16.Explain
===
string-cs","道具参数配置17.参数
===
ItemConfig17.Effect
===
int-cs","道具参数配置17.说明
===
ItemConfig17.Explain
===
string-cs","道具参数配置18.参数
===
ItemConfig18.Effect
===
int-cs","道具参数配置18.说明
===
ItemConfig18.Explain
===
string-cs","道具参数配置19.参数
===
ItemConfig19.Effect
===
int-cs","道具参数配置19.说明
===
ItemConfig19.Explain
===
string-cs","出处
===
ComeFrom
===
string-c","可合成Id(用;分开)
===
CanSyntheticId
===
string-c"
30035,皂斗,3,0,1255,1000,制作衣服和鞋子的合成材料,1000,10,0,0,999,15,1,0,-1,0,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,102,
30036,栀子,3,1,1256,1000,制作衣服和鞋子的合成材料,2000,20,0,0,999,20,1,0,-1,0,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,3004;4006,
30037,蓝草,3,2,1257,1000,制作衣服和鞋子的合成材料,5000,50,1,0,999,25,1,0,-1,0,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
30038,紫草,3,3,1258,1000,制作衣服和鞋子的合成材料,8000,80,1,0,999,35,1,0,-1,0,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
30039,茜草,3,4,1259,1000,制作衣服和鞋子的合成材料,10000,100,1,0,999,50,1,0,-1,0,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
30040,武器模具,3,0,1260,1000,制作武器的合成材料,5000,50,0,0,999,15,1,0,-1,0,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
30041,武器精华,3,1,1261,1000,制作武器的合成材料,8000,80,1,0,999,20,1,0,-1,0,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
30042,武器魂灵,3,3,1262,1000,制作武器的合成材料,10000,100,1,0,999,35,1,0,-1,0,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
30043,衣服模具,3,0,1263,1000,制作衣服的合成材料,5000,50,0,0,999,15,1,0,-1,0,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
30044,衣服精华,3,1,1264,1000,制作衣服的合成材料,8000,80,1,0,999,20,1,0,-1,0,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
30045,衣服魂灵,3,3,1265,1000,制作衣服的合成材料,10000,100,1,0,999,35,1,0,-1,0,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
30046,项链模具,3,0,1266,1000,制作项链的合成材料,5000,50,0,0,999,15,1,0,-1,0,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
30047,项链精华,3,1,1267,1000,制作项链的合成材料,8000,80,1,0,999,20,1,0,-1,0,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
30048,项链魂灵,3,3,1268,1000,制作项链的合成材料,10000,100,1,0,999,35,1,0,-1,0,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
30049,戒指模具,3,0,1269,1000,制作戒指的合成材料,5000,50,0,0,999,15,1,0,-1,0,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
30050,戒指精华,3,1,1270,1000,制作戒指的合成材料,8000,80,1,0,999,20,1,0,-1,0,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
30051,戒指魂灵,3,3,1271,1000,制作戒指的合成材料,10000,100,1,0,999,35,1,0,-1,0,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
30052,鞋子模具,3,0,1272,1000,制作鞋子的合成材料,5000,50,0,0,999,15,1,0,-1,0,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
30053,鞋子精华,3,1,1273,1000,制作鞋子的合成材料,8000,80,1,0,999,20,1,0,-1,0,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
30054,鞋子魂灵,3,3,1274,1000,制作鞋子的合成材料,10000,100,1,0,999,35,1,0,-1,0,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
#其他类别,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31000,强化石碎片,4,0,1456,1000,可以获得大量的装备强化经验。,5000,1,0,0,999,50,1,0,-1,0,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
31001,初级强化石,4,1,1457,1000,可以获得大量的装备强化经验。,5000,1,0,0,999,150,10,0,-1,0,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
31002,中级强化石,4,2,1458,1000,可以获得大量的装备强化经验。,5000,1,0,0,999,450,10,0,-1,0,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
31003,高级强化石,4,3,1459,1000,可以获得大量的装备强化经验。,5000,1,0,0,999,1250,10,0,-1,0,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
31004,强化精元,4,4,1460,1000,可以获得大量的装备强化经验。,5000,1,0,0,999,5000,10,0,-1,0,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
32000,铜人,4,0,1461,1000,可以到【背包】售卖，获得大量的金钱。,2000,2000,0,0,999,15,1,0,-1,0,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
32001,银杯,4,1,1462,1000,可以到【背包】售卖，获得大量的金钱。,5000,5000,0,0,999,15,10,0,-1,0,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
32002,金条,4,2,1463,1000,可以到【背包】售卖，获得大量的金钱。,10000,10000,0,0,999,20,10,0,-1,0,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
32003,玛瑙雕像,4,3,1464,1000,可以到【背包】售卖，获得大量的金钱。,25000,25000,0,0,999,20,10,0,-1,0,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
32004,中华龙玉,4,4,1465,1000,可以到【背包】售卖，获得大量的金钱。,50000,50000,0,0,999,20,10,0,-1,0,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
#杂货铺,,,,,,,,,,,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50001,战斗生命药水1,4,0,1003,1000,拾取即恢复xx点生命,1000,1,1,0,999,15,0,2,-1,6,50001,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50002,战斗生命药水2,4,0,1003,1000,拾取即恢复xx点生命,1000,1,1,0,999,15,0,2,-1,6,50002,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50003,战斗生命药水3,4,0,1003,1000,拾取即恢复xx点生命,1000,1,1,0,999,15,0,2,-1,6,50003,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50004,战斗生命药水4,4,0,1003,1000,拾取即恢复xx点生命,1000,1,1,0,999,15,0,2,-1,6,50004,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50005,战斗生命药水5,4,0,1003,1000,拾取即恢复xx点生命,1000,1,1,0,999,15,0,2,-1,6,50005,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50006,战斗生命药水6,4,1,1003,1000,拾取即恢复xx点生命,1000,1,1,0,999,20,0,2,-1,6,50006,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50007,战斗生命药水7,4,1,1003,1000,拾取即恢复xx点生命,1000,1,1,0,999,20,0,2,-1,6,50007,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50008,战斗生命药水8,4,1,1003,1000,拾取即恢复xx点生命,1000,1,1,0,999,20,0,2,-1,6,50008,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50009,战斗生命药水9,4,1,1003,1000,拾取即恢复xx点生命,1000,1,1,0,999,20,0,2,-1,6,50009,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50010,战斗生命药水10,4,1,1003,1000,拾取即恢复xx点生命,1000,1,1,0,999,20,0,2,-1,6,50010,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50011,战斗生命药水11,4,2,1003,1000,拾取即恢复xx点生命,1000,1,1,0,999,25,0,2,-1,6,50011,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50012,战斗生命药水12,4,2,1003,1000,拾取即恢复xx点生命,1000,1,1,0,999,25,0,2,-1,6,50012,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50013,战斗生命药水13,4,2,1003,1000,拾取即恢复xx点生命,1000,1,1,0,999,25,0,2,-1,6,50013,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50014,战斗生命药水14,4,2,1003,1000,拾取即恢复xx点生命,1000,1,1,0,999,25,0,2,-1,6,50014,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50015,战斗生命药水15,4,2,1003,1000,拾取即恢复xx点生命,1000,1,1,0,999,25,0,2,-1,6,50015,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50016,战斗生命药水16,4,3,1003,1000,拾取即恢复xx点生命,1000,1,1,0,999,35,0,2,-1,6,50016,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50017,战斗生命药水17,4,3,1003,1000,拾取即恢复xx点生命,1000,1,1,0,999,35,0,2,-1,6,50017,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50018,战斗生命药水18,4,3,1003,1000,拾取即恢复xx点生命,1000,1,1,0,999,35,0,2,-1,6,50018,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50019,战斗生命药水19,4,3,1003,1000,拾取即恢复xx点生命,1000,1,1,0,999,35,0,2,-1,6,50019,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50020,战斗生命药水20,4,3,1003,1000,拾取即恢复xx点生命,1000,1,1,0,999,35,0,2,-1,6,50020,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50021,战斗魔法药水1,4,0,1003,1000,拾取即恢复xx点魔法,1000,1,1,0,999,15,0,2,-1,6,50021,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50022,战斗魔法药水2,4,0,1003,1000,拾取即恢复xx点魔法,1000,1,1,0,999,15,0,2,-1,6,50022,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50023,战斗魔法药水3,4,0,1003,1000,拾取即恢复xx点魔法,1000,1,1,0,999,15,0,2,-1,6,50023,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50024,战斗魔法药水4,4,0,1003,1000,拾取即恢复xx点魔法,1000,1,1,0,999,15,0,2,-1,6,50024,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50025,战斗魔法药水5,4,0,1003,1000,拾取即恢复xx点魔法,1000,1,1,0,999,15,0,2,-1,6,50025,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50026,战斗魔法药水6,4,1,1003,1000,拾取即恢复xx点魔法,1000,1,1,0,999,20,0,2,-1,6,50026,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50027,战斗魔法药水7,4,1,1003,1000,拾取即恢复xx点魔法,1000,1,1,0,999,20,0,2,-1,6,50027,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50028,战斗魔法药水8,4,1,1003,1000,拾取即恢复xx点魔法,1000,1,1,0,999,20,0,2,-1,6,50028,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50029,战斗魔法药水9,4,1,1003,1000,拾取即恢复xx点魔法,1000,1,1,0,999,20,0,2,-1,6,50029,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50030,战斗魔法药水10,4,1,1003,1000,拾取即恢复xx点魔法,1000,1,1,0,999,20,0,2,-1,6,50030,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50031,战斗魔法药水11,4,2,1003,1000,拾取即恢复xx点魔法,1000,1,1,0,999,25,0,2,-1,6,50031,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50032,战斗魔法药水12,4,2,1003,1000,拾取即恢复xx点魔法,1000,1,1,0,999,25,0,2,-1,6,50032,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50033,战斗魔法药水13,4,2,1003,1000,拾取即恢复xx点魔法,1000,1,1,0,999,25,0,2,-1,6,50033,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50034,战斗魔法药水14,4,2,1003,1000,拾取即恢复xx点魔法,1000,1,1,0,999,25,0,2,-1,6,50034,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50035,战斗魔法药水15,4,2,1003,1000,拾取即恢复xx点魔法,1000,1,1,0,999,25,0,2,-1,6,50035,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50036,战斗魔法药水16,4,3,1003,1000,拾取即恢复xx点魔法,1000,1,1,0,999,35,0,2,-1,6,50036,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50037,战斗魔法药水17,4,3,1003,1000,拾取即恢复xx点魔法,1000,1,1,0,999,35,0,2,-1,6,50037,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50038,战斗魔法药水18,4,3,1003,1000,拾取即恢复xx点魔法,1000,1,1,0,999,35,0,2,-1,6,50038,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50039,战斗魔法药水19,4,3,1003,1000,拾取即恢复xx点魔法,1000,1,1,0,999,35,0,2,-1,6,50039,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50040,战斗魔法药水20,4,3,1003,1000,拾取即恢复xx点魔法,1000,1,1,0,999,35,0,2,-1,6,50040,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50041,战斗攻击药水1,4,0,1003,1000,拾取即增加xx点攻击,1000,1,1,0,999,15,0,2,-1,6,50041,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50042,战斗攻击药水2,4,0,1003,1000,拾取即增加xx点攻击,1000,1,1,0,999,15,0,2,-1,6,50042,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50043,战斗攻击药水3,4,0,1003,1000,拾取即增加xx点攻击,1000,1,1,0,999,15,0,2,-1,6,50043,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50044,战斗攻击药水4,4,0,1003,1000,拾取即增加xx点攻击,1000,1,1,0,999,15,0,2,-1,6,50044,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50045,战斗攻击药水5,4,0,1003,1000,拾取即增加xx点攻击,1000,1,1,0,999,15,0,2,-1,6,50045,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50046,战斗攻击药水6,4,1,1003,1000,拾取即增加xx点攻击,1000,1,1,0,999,20,0,2,-1,6,50046,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50047,战斗攻击药水7,4,1,1003,1000,拾取即增加xx点攻击,1000,1,1,0,999,20,0,2,-1,6,50047,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50048,战斗攻击药水8,4,1,1003,1000,拾取即增加xx点攻击,1000,1,1,0,999,20,0,2,-1,6,50048,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50049,战斗攻击药水9,4,1,1003,1000,拾取即增加xx点攻击,1000,1,1,0,999,20,0,2,-1,6,50049,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50050,战斗攻击药水10,4,1,1003,1000,拾取即增加xx点攻击,1000,1,1,0,999,20,0,2,-1,6,50050,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50051,战斗攻击药水11,4,2,1003,1000,拾取即增加xx点攻击,1000,1,1,0,999,25,0,2,-1,6,50051,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50052,战斗攻击药水12,4,2,1003,1000,拾取即增加xx点攻击,1000,1,1,0,999,25,0,2,-1,6,50052,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50053,战斗攻击药水13,4,2,1003,1000,拾取即增加xx点攻击,1000,1,1,0,999,25,0,2,-1,6,50053,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50054,战斗攻击药水14,4,2,1003,1000,拾取即增加xx点攻击,1000,1,1,0,999,25,0,2,-1,6,50054,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50055,战斗攻击药水15,4,2,1003,1000,拾取即增加xx点攻击,1000,1,1,0,999,25,0,2,-1,6,50055,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50056,战斗攻击药水16,4,3,1003,1000,拾取即增加xx点攻击,1000,1,1,0,999,35,0,2,-1,6,50056,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
50057,战斗攻击药水17,4,3,1003,1000,拾取即增加xx点攻击,1000,1,1,0,999,35,0,2,-1,6,50057,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
