"Id
===
Id
===
int-c","技能名称
===
Name
===
string-c","技能图标
===
Image
===
string-c","技能描述
===
Desc
===
string-c","技能分组
===
SkillGroup
===
int-c","技能优先级
===
Priority
===
int-c","技能优先类型
===
PriorType
===
int-c","技能类型
===
SkillType
===
int-c","技能CD时间
===
CDTime
===
float-c","技能消耗HP
===
DepleteHP
===
int-c","技能消耗MP
===
DepleteMP
===
int-c","技能消耗怒气
===
DepleteRage
===
int-c","武将无双技切换时间
===
ModelWSSwtichTime
===
float-c","目标预警范围
===
AlertTarget
===
int-c","预警颜色
===
AlertColor
===
int-c","技能招式0
===
Steps0
===
int-c","技能招式1
===
Steps1
===
int-c","技能招式2
===
Steps2
===
int-c","技能招式3
===
Steps3
===
int-c","技能招式4
===
Steps4
===
int-c","技能招式5
===
Steps5
===
int-c","技能招式6
===
Steps6
===
int-c","技能招式7
===
Steps7
===
int-c","技能招式8
===
Steps8
===
int-c","技能招式9
===
Steps9
===
int-c","技能招式10
===
Steps10
===
int-c","技能招式11
===
Steps11
===
int-c","技能招式12
===
Steps12
===
int-c","技能招式13
===
Steps13
===
int-c","技能招式14
===
Steps14
===
int-c","技能招式15
===
Steps15
===
int-c","技能招式16
===
Steps16
===
int-c","技能招式17
===
Steps17
===
int-c","技能招式18
===
Steps18
===
int-c","技能招式19
===
Steps19
===
int-c"
35102,召唤技,60005,,35100,1,1,2,9,0,72,0,0,-1,1,3510000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
35103,召唤技,60005,,35100,1,1,2,9,0,92,0,0,-1,1,3510000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
35104,召唤技,60005,,35100,1,1,2,9,0,112,0,0,-1,1,3510000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
35200,破甲攻击,10421,给敌人造成一定伤害，削弱周围敌人30%物理防御，持续7秒,35200,1,1,1,0,0,0,0,0.7,14,1,3520000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
35201,破甲攻击,10421,给敌人造成一定伤害，削弱周围敌人30%物理防御，持续7秒,35200,1,1,1,0,0,0,0,0.7,14,1,3520100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
35202,破甲攻击,10421,给敌人造成一定伤害，削弱周围敌人30%物理防御，持续7秒,35200,1,1,1,0,0,0,0,0.7,14,1,3520200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
35203,破甲攻击,10421,给敌人造成一定伤害，削弱周围敌人30%物理防御，持续7秒,35200,1,1,1,0,0,0,0,0.7,14,1,3520300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
35204,破甲攻击,10421,给敌人造成一定伤害，削弱周围敌人30%物理防御，持续7秒,35200,1,1,1,0,0,0,0,0.7,14,1,3520400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
35300,突刺,10421,旋转突刺向前，对经过的敌人造成大量伤害。,35300,1,1,1,0,0,0,0,0.7,5087,1,3530000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
35301,突刺,10421,旋转突刺向前，对经过的敌人造成大量伤害。,35300,1,1,1,0,0,0,0,0.7,5087,1,3530100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
35302,突刺,10421,旋转突刺向前，对经过的敌人造成大量伤害。,35300,1,1,1,0,0,0,0,0.7,5087,1,3530200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
35303,突刺,10421,旋转突刺向前，对经过的敌人造成大量伤害。,35300,1,1,1,0,0,0,0,0.7,5087,1,3530300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
35304,突刺,10421,旋转突刺向前，对经过的敌人造成大量伤害。,35300,1,1,1,0,0,0,0,0.7,5087,1,3530400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
35400,坚韧,10421,增加白起自身韧性10%和额外15点,35400,1,1,1,0,0,0,0,0.7,0,1,3540000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
35401,坚韧,10421,增加白起自身韧性10%和额外45点,35400,1,1,1,0,0,0,0,0.7,0,1,3540100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
35402,坚韧,10421,增加白起自身韧性10%和额外90点,35400,1,1,1,0,0,0,0,0.7,0,1,3540200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
35403,坚韧,10421,增加白起自身韧性10%和额外145点,35400,1,1,1,0,0,0,0,0.7,0,1,3540300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
35404,坚韧,10421,增加白起自身韧性10%和额外210点,35400,1,1,1,0,0,0,0,0.7,0,1,3540400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
#哪咤,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
36000,普通攻击,PetSkillBlank,快速挥动武器进行三次攻击,36000,1,2,0,0,0,0,0,0,1159,1,3600000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36001,普通攻击,PetSkillBlank,快速挥动武器进行三次攻击,36000,1,2,0,0,0,0,0,0,1159,1,3600100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36002,普通攻击,PetSkillBlank,快速挥动武器进行三次攻击,36000,1,2,0,0,0,0,0,0,1159,1,3600200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36003,普通攻击,PetSkillBlank,快速挥动武器进行三次攻击,36000,1,2,0,0,0,0,0,0,1159,1,3600300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36004,普通攻击,PetSkillBlank,快速挥动武器进行三次攻击,36000,1,2,0,0,0,0,0,0,1159,1,3600400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36100,召唤技,60006,,36100,1,1,2,12,0,43,0,0,-1,1,3610000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36101,召唤技,60006,,36100,1,1,2,12,0,63,0,0,-1,1,3610000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36102,召唤技,60006,,36100,1,1,2,12,0,83,0,0,-1,1,3610000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36103,召唤技,60006,,36100,1,1,2,12,0,103,0,0,-1,1,3610000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36104,召唤技,60006,,36100,1,1,2,12,0,123,0,0,-1,1,3610000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36200,风火轮,10621,对前方发射大量火弹，产生火焰伤害。（受火属性影响）,36200,1,1,1,0,0,0,0,0.7,5121,1,3620000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36201,风火轮,10621,对前方发射大量火弹，产生火焰伤害。（受火属性影响）,36200,1,1,1,0,0,0,0,0.7,5121,1,3620100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36202,风火轮,10621,对前方发射大量火弹，产生火焰伤害。（受火属性影响）,36200,1,1,1,0,0,0,0,0.7,5121,1,3620200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36203,风火轮,10621,对前方发射大量火弹，产生火焰伤害。（受火属性影响）,36200,1,1,1,0,0,0,0,0.7,5121,1,3620300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36204,风火轮,10621,对前方发射大量火弹，产生火焰伤害。（受火属性影响）,36200,1,1,1,0,0,0,0,0.7,5121,1,3620400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36300,冲刺,10521,腾空向前冲刺攻击前方敌人，并附带灼烧效果。,36300,1,1,1,0,0,0,0,0.7,5041,1,3630000,3630001,3630002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36301,冲刺,10521,腾空向前冲刺攻击前方敌人，并附带灼烧效果。,36300,1,1,1,0,0,0,0,0.7,5041,1,3630100,3630101,3630102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36302,冲刺,10521,腾空向前冲刺攻击前方敌人，并附带灼烧效果。,36300,1,1,1,0,0,0,0,0.7,5041,1,3630200,3630201,3630202,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36303,冲刺,10521,腾空向前冲刺攻击前方敌人，并附带灼烧效果。,36300,1,1,1,0,0,0,0,0.7,5041,1,3630300,3630301,3630302,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36304,冲刺,10521,腾空向前冲刺攻击前方敌人，并附带灼烧效果。,36300,1,1,1,0,0,0,0,0.7,5041,1,3630400,3630401,3630402,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36400,风火光环,10921,增加周围友军攻击力10%和额外30点,36400,1,1,1,0,0,0,0,0.7,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36401,风火光环,10921,增加周围友军攻击力10%和额外85点,36400,1,1,1,0,0,0,0,0.7,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36402,风火光环,10921,增加周围友军攻击力10%和额外140点,36400,1,1,1,0,0,0,0,0.7,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36403,风火光环,10921,增加周围友军攻击力10%和额外220点,36400,1,1,1,0,0,0,0,0.7,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36404,风火光环,10921,增加周围友军攻击力10%和额外330点,36400,1,1,1,0,0,0,0,0.7,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36500,不死莲花,10921,,36500,1,1,1,0,0,1,0,0.7,-1,1,3650000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
#典韦,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
37000,普通攻击,PetSkillBlank,对敌人产生一拳头伤害。,37000,1,2,0,0,0,0,0,0,5081,1,3700000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
37001,普通攻击,PetSkillBlank,对敌人产生一拳头伤害。,37000,1,2,0,0,0,0,0,0,5081,1,3700100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
37002,普通攻击,PetSkillBlank,对敌人产生一拳头伤害。,37000,1,2,0,0,0,0,0,0,5081,1,3700200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
37003,普通攻击,PetSkillBlank,对敌人产生一拳头伤害。,37000,1,2,0,0,0,0,0,0,5081,1,3700300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
37004,普通攻击,PetSkillBlank,对敌人产生一拳头伤害。,37000,1,2,0,0,0,0,0,0,5081,1,3700400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
37100,召唤技,60007,,37100,1,1,2,4,0,14,0,0,-1,1,3710000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
37101,召唤技,60007,,37100,1,1,2,4,0,34,0,0,-1,1,3710000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
37102,召唤技,60007,,37100,1,1,2,4,0,54,0,0,-1,1,3710000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
37103,召唤技,60007,,37100,1,1,2,4,0,74,0,0,-1,1,3710000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
37104,召唤技,60007,,37100,1,1,2,4,0,94,0,0,-1,1,3710000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
37200,吸引仇恨,10721,将周围5码内的敌人吸向自己，五秒内强制攻击自己。,37200,1,1,1,0,0,0,0,0.7,12,1,3720000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
37201,吸引仇恨,10721,将周围5码内的敌人吸向自己，五秒内强制攻击自己。,37200,1,1,1,0,0,0,0,0.7,12,1,3720100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
37202,吸引仇恨,10721,将周围5码内的敌人吸向自己，五秒内强制攻击自己。,37200,1,1,1,0,0,0,0,0.7,12,1,3720200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
37203,吸引仇恨,10721,将周围5码内的敌人吸向自己，五秒内强制攻击自己。,37200,1,1,1,0,0,0,0,0.7,12,1,3720300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
37204,吸引仇恨,10721,将周围5码内的敌人吸向自己，五秒内强制攻击自己。,37200,1,1,1,0,0,0,0,0.7,12,1,3720400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
37300,飞龙入斧,10721,将双手斧向前扔出，对直线上击退敌人造成一定伤害。,37300,1,1,1,0,0,0,0,0.7,5123,1,3730000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
37301,飞龙入斧,10721,将双手斧向前扔出，对直线上击退敌人造成一定伤害。,37300,1,1,1,0,0,0,0,0.7,5123,1,3730100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
37302,飞龙入斧,10721,将双手斧向前扔出，对直线上击退敌人造成一定伤害。,37300,1,1,1,0,0,0,0,0.7,5123,1,3730200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
37303,飞龙入斧,10721,将双手斧向前扔出，对直线上击退敌人造成一定伤害。,37300,1,1,1,0,0,0,0,0.7,5123,1,3730300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
37304,飞龙入斧,10721,将双手斧向前扔出，对直线上击退敌人造成一定伤害。,37300,1,1,1,0,0,0,0,0.7,5123,1,3730400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
37400,石化效果,10721,当生命值低于10%时，触发石化效果，石化后伤害减免90%，每10秒释放一次【吸引仇恨】，直至死亡消失。,37400,1,1,1,0,0,0,0,0.7,-1,1,3740000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
37401,石化效果,10721,当生命值低于10%时，触发石化效果，石化后伤害减免90%，每10秒释放一次【吸引仇恨】，直至死亡消失。,37400,1,1,1,0,0,0,0,0.7,-1,1,3740100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
37402,石化效果,10721,当生命值低于10%时，触发石化效果，石化后伤害减免90%，每10秒释放一次【吸引仇恨】，直至死亡消失。,37400,1,1,1,0,0,0,0,0.7,-1,1,3740200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
37403,石化效果,10721,当生命值低于10%时，触发石化效果，石化后伤害减免90%，每10秒释放一次【吸引仇恨】，直至死亡消失。,37400,1,1,1,0,0,0,0,0.7,-1,1,3740300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
37404,石化效果,10721,当生命值低于10%时，触发石化效果，石化后伤害减免90%，每10秒释放一次【吸引仇恨】，直至死亡消失。,37400,1,1,1,0,0,0,0,0.7,-1,1,3740400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
#闻仲,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
38000,普通攻击,PetSkillBlank,0,38000,1,2,0,0,0,0,0,0,-1,1,3800000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
38001,普通攻击,PetSkillBlank,0,38000,1,2,0,0,0,0,0,0,-1,1,3800100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
38002,普通攻击,PetSkillBlank,0,38000,1,2,0,0,0,0,0,0,-1,1,3800200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
38003,普通攻击,PetSkillBlank,0,38000,1,2,0,0,0,0,0,0,-1,1,3800300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
38004,普通攻击,PetSkillBlank,0,38000,1,2,0,0,0,0,0,0,-1,1,3800400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
38100,召唤技,60008,,38100,1,1,2,7,0,25,0,0,-1,1,3810000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
38101,召唤技,60008,,38100,1,1,2,7,0,45,0,0,-1,1,3810000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
38102,召唤技,60008,,38100,1,1,2,7,0,65,0,0,-1,1,3810000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
38103,召唤技,60008,,38100,1,1,2,7,0,85,0,0,-1,1,3810000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
38104,召唤技,60008,,38100,1,1,2,7,0,105,0,0,-1,1,3810000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
38200,土石飞天,11021,将龙杖对准前方，地面上落下大量碎石产生高额的土属性伤害，并眩晕受到伤害的敌军3秒。,38200,1,1,1,0,0,0,0,0.7,-1,1,3820000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
38201,土石飞天,11021,将龙杖对准前方，地面上落下大量碎石产生高额的土属性伤害，并眩晕受到伤害的敌军3秒。,38200,1,1,1,0,0,0,0,0.7,-1,1,3820100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
38202,土石飞天,11021,将龙杖对准前方，地面上落下大量碎石产生高额的土属性伤害，并眩晕受到伤害的敌军3秒。,38200,1,1,1,0,0,0,0,0.7,-1,1,3820200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
38203,土石飞天,11021,将龙杖对准前方，地面上落下大量碎石产生高额的土属性伤害，并眩晕受到伤害的敌军3秒。,38200,1,1,1,0,0,0,0,0.7,-1,1,3820300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
38204,土石飞天,11021,将龙杖对准前方，地面上落下大量碎石产生高额的土属性伤害，并眩晕受到伤害的敌军3秒。,38200,1,1,1,0,0,0,0,0.7,-1,1,3820400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
38300,冰火重天,11021,用龙杖推出一个冰和火的冲击伤害。,38200,1,1,1,0,0,0,0,0.7,5125,1,3830000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
38301,冰火重天,11021,用龙杖推出一个冰和火的冲击伤害。,38200,1,1,1,0,0,0,0,0.7,5125,1,3830100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
38302,冰火重天,11021,用龙杖推出一个冰和火的冲击伤害。,38200,1,1,1,0,0,0,0,0.7,5125,1,3830200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
38303,冰火重天,11021,用龙杖推出一个冰和火的冲击伤害。,38200,1,1,1,0,0,0,0,0.7,5125,1,3830300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
38304,冰火重天,11021,用龙杖推出一个冰和火的冲击伤害。,38200,1,1,1,0,0,0,0,0.7,5125,1,3830400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
38400,复活,11021,使自己在低于10%生命值时，恢复生命，并且无敌10秒,38200,1,1,1,0,0,0,0,0.7,-1,1,3840000,3840001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
38401,复活,11021,使自己在低于10%生命值时，恢复生命，并且无敌10秒,38200,1,1,1,0,0,0,0,0.7,-1,1,3840100,3840101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
38402,复活,11021,使自己在低于10%生命值时，恢复生命，并且无敌10秒,38200,1,1,1,0,0,0,0,0.7,-1,1,3840200,3840201,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
38403,复活,11021,使自己在低于10%生命值时，恢复生命，并且无敌10秒,38200,1,1,1,0,0,0,0,0.7,-1,1,3840300,3840301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
38404,复活,11021,使自己在低于10%生命值时，恢复生命，并且无敌10秒,38200,1,1,1,0,0,0,0,0.7,-1,1,3840400,3840401,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
#鲁班,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
39000,普通攻击,PetSkillBlank,发射一颗火弹，受火属性攻击影响。,39000,1,2,0,0,0,0,0,0,-1,1,3900000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
39001,普通攻击,PetSkillBlank,发射一颗火弹，受火属性攻击影响。,39000,1,2,0,0,0,0,0,0,-1,1,3900100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
39002,普通攻击,PetSkillBlank,发射一颗火弹，受火属性攻击影响。,39000,1,2,0,0,0,0,0,0,-1,1,3900200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
39003,普通攻击,PetSkillBlank,发射一颗火弹，受火属性攻击影响。,39000,1,2,0,0,0,0,0,0,-1,1,3900300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
39004,普通攻击,PetSkillBlank,发射一颗火弹，受火属性攻击影响。,39000,1,2,0,0,0,0,0,0,-1,1,3900400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
39100,召唤技,60009,,39100,1,1,2,15,0,54,0,0,-1,1,3910000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
39101,召唤技,60009,,39100,1,1,2,15,0,74,0,0,-1,1,3910000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
39102,召唤技,60009,,39100,1,1,2,15,0,94,0,0,-1,1,3910000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
39103,召唤技,60009,,39100,1,1,2,15,0,114,0,0,-1,1,3910000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
39104,召唤技,60009,,39100,1,1,2,15,0,134,0,0,-1,1,3910000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
39200,爆裂机甲,11321,生成一个机械木弹，无论敌人和友军一旦触碰，即产生大量的伤害。若无人触碰，30秒后自动爆炸。,39200,1,1,1,0,0,0,0,0.7,-1,1,3920000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
39201,爆裂机甲,11321,生成一个机械木弹，无论敌人和友军一旦触碰，即产生大量的伤害。若无人触碰，30秒后自动爆炸。,39200,1,1,1,0,0,0,0,0.7,-1,1,3920100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
39202,爆裂机甲,11321,生成一个机械木弹，无论敌人和友军一旦触碰，即产生大量的伤害。若无人触碰，30秒后自动爆炸。,39200,1,1,1,0,0,0,0,0.7,-1,1,3920200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
39203,爆裂机甲,11321,生成一个机械木弹，无论敌人和友军一旦触碰，即产生大量的伤害。若无人触碰，30秒后自动爆炸。,39200,1,1,1,0,0,0,0,0.7,-1,1,3920300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
